turbine id,lat_long,manufacturer,power(kW)
5479,17.324881_-108.051367,NG:,1569.1
5480,46.527027_-134.762734,GE:,9443.73
5481,-43.14111_-21.201655,MHI:,966.61
5482,88.634574_92.725392,GE:,3200.4
5483,-5.646143_-152.108284,MHI:,1345.27
5484,-5.517103_25.743527,GOLD:,4517.37
5485,34.349253_-158.008712,GE:,8420.01
5486,-77.154786_98.712948,GE:,9460.55
5487,-4.510964_154.378431,SUZ:,6924.84
5488,-7.508724_-158.401944,LM:,8747.98
5489,22.288412_47.39965,LM:,2779.3
5490,-77.863752_149.317582,MHI:,9475.85
5491,18.112476_-99.700058,LM:,2141.06
5492,-57.964785_43.467095,SGRE:,2643.32
5493,-2.405484_0.321756,SGRE:,8525.69
5494,-60.776471_-72.114532,MHI:,2893.79
5495,13.230828_20.764594,VWS:,6088.62
5496,27.361527_0.098747,SGRE:,7220.12
5497,44.305067_29.855154,SUZ:,1167.61
5498,1.628267_78.212839,VWS:,7194.37
5499,12.361657_-52.863935,VWS:,6295.13
5500,10.403162_-27.855935,GE:,4390.68
5501,70.830763_21.876827,GOLD:,6743.68
5502,-56.679127_-127.672344,SUZ:,3898.83
5503,15.901852_129.610829,EN:,5807.03
5504,70.735606_62.183789,LM:,320.44
5505,20.300858_104.101019,SG:,8764.37
5506,19.74961_97.424049,SUZ:,7677.67
5507,85.318526_73.834193,NG:,5279.95
5508,-39.838199_-139.325946,SUZ:,4857.38
5509,-33.720785_11.309189,NG:,2357.05
5510,37.772723_164.033813,SUZ:,4401.65
5511,-79.704954_59.787112,SGRE:,9696.89
5512,-86.70826_150.258761,SG:,7650.46
5513,-2.404496_13.211022,EN:,5989.97
5514,27.460067_-76.4906,SGRE:,3247.0
5515,-81.489891_-128.585622,VWS:,9959.5
5516,47.114486_49.963718,EN:,4340.51
5517,68.479334_-102.198169,GOLD:,4710.45
5518,-44.896135_48.871485,VWS:,7942.98
5519,18.817914_-26.509753,VWS:,4739.85
5520,43.424197_-31.471211,GOLD:,3029.26
5521,-52.292959_14.397296,NG:,1793.0
5522,16.23099_-114.009637,SUZ:,340.53
5523,81.924613_92.186977,VWS:,5372.39
5524,84.184155_115.434444,SGRE:,1310.19
5525,-0.427819_144.00848,NG:,262.63
5526,88.359266_-151.879524,GOLD:,1005.94
5527,14.33328_-123.358156,SG:,2860.87
5528,-9.399773_20.724393,GOLD:,7071.16
5529,-15.686721_-172.612103,MHI:,927.6
5530,35.967958_9.782843,SGRE:,9092.01
5531,-66.65846_-137.45554,GE:,4008.79
5532,-66.014883_126.247577,NG:,4278.0
5533,-31.457698_-133.235489,EN:,2937.78
5534,27.769418_139.592829,SUZ:,7015.68
5535,10.27816_-52.163349,GOLD:,931.37
5536,-4.74017_-114.451178,NG:,6628.83
5537,-76.482455_21.455049,NG:,1464.8
5538,27.385216_-109.891782,GOLD:,1636.49
5539,-72.118227_-49.311946,EN:,969.92
5540,-56.731593_78.124113,MHI:,3041.81
5541,-41.55999_160.84744,NG:,4539.26
5542,23.119034_-106.348625,LM:,2735.88
5543,-10.754265_162.835197,NG:,8943.35
5544,65.490534_-13.697483,SGRE:,4228.54
5545,-64.633246_20.850017,LM:,264.58
5546,3.804437_-99.875519,NG:,1412.12
5547,-10.08504_64.905387,SG:,9316.06
5548,-53.28253_2.392482,MHI:,4530.5
5549,80.36097_-6.052936,VWS:,2873.05
5550,37.789145_-13.129991,SGRE:,1623.42
5551,88.73146_97.620489,MHI:,905.21
5552,81.434138_-6.49539,SG:,4768.53
5553,55.490264_-60.493367,GOLD:,9298.86
5554,-75.941658_-7.256949,SGRE:,413.06
5555,-52.486454_-22.987882,EN:,6721.29
5556,-18.52922_63.457299,NG:,4007.69
5557,-15.286253_-7.574932,LM:,8014.25
5558,7.575025_68.504638,SGRE:,3565.61
5559,79.190558_10.121127,SG:,501.9
5560,70.456445_-172.830855,GE:,3240.85
5561,-33.073022_-174.021114,SUZ:,3244.73
5562,-29.280855_152.321082,EN:,6339.79
5563,1.92086_109.972248,VWS:,6310.65
5564,-61.797334_2.651898,SG:,8212.52
5565,-31.269632_25.450628,GE:,9824.17
5566,9.591248_-145.664488,LM:,4076.0
5567,11.40704_49.594731,SUZ:,409.05
5568,-38.908863_107.413699,SGRE:,7002.09
5569,-65.021588_-84.587777,LM:,1084.67
5570,-5.388875_-25.703256,SGRE:,2815.55
5571,-47.795883_102.516589,GOLD:,653.41
5572,37.556152_92.459476,SUZ:,4874.96
5573,38.255661_179.477346,VWS:,1276.23
5574,-1.078259_36.564862,GOLD:,11.87
5575,26.936773_-153.277562,VWS:,2616.74
5576,77.358379_117.559079,SG:,3047.22
5577,-60.263552_-146.041408,SUZ:,3025.39
5578,81.585219_-47.465936,SGRE:,3210.18
5579,-79.207276_-142.255413,NG:,8108.22
5580,-44.134024_73.983961,VWS:,3087.98
5581,72.982308_-42.565474,NG:,9716.24
5582,-30.745474_-74.840686,GE:,4295.54
5583,-89.608235_-146.918131,SGRE:,1236.37
5584,-55.97_119.607084,SG:,2932.53
5585,11.84916_-37.402908,LM:,6457.06
5586,49.196969_49.331153,SGRE:,6272.15
5587,-4.106414_160.204392,SG:,1133.17
5588,89.79769_30.407619,SGRE:,8319.26
5589,5.530748_-87.011065,GOLD:,2706.32
5590,-66.248379_45.649901,NG:,2776.68
5591,88.487668_61.050356,SUZ:,8459.03
5592,12.350891_-165.67821,SG:,9308.64
5593,-58.828211_116.827793,NG:,8653.78
5594,-55.871816_-29.972021,GOLD:,5218.44
5595,-12.139493_-105.239019,EN:,4709.25
5596,15.176893_-53.731794,EN:,9136.1
5597,-72.452153_28.994635,EN:,1031.48
5598,29.10147_144.781425,NG:,603.71
5599,34.632891_-83.73338,SG:,7994.7
5600,12.077275_-51.85406,NG:,4588.92
5601,-66.817976_0.352669,SG:,6007.2
5602,-14.612357_-93.657028,NG:,3743.02
5603,60.551549_14.259416,SG:,7889.75
5604,41.863949_135.137732,MHI:,6852.24
5605,-60.660746_-19.377422,SG:,1210.21
5606,-61.295208_-69.342494,GOLD:,459.06
5607,88.203579_-34.785724,LM:,3724.2
5608,-32.289873_-178.059342,SG:,1754.39
5609,71.741509_-119.918678,SG:,4741.89
5610,10.748586_-121.561525,LM:,7775.48
5611,-37.317864_-9.47419,VWS:,3963.22
5612,-83.356804_-167.433082,GOLD:,4208.29
5613,56.235573_114.421033,LM:,7498.45
5614,-43.604596_83.112387,NG:,5096.14
5615,-52.681606_-138.085943,GOLD:,4525.2
5616,27.82372_109.734036,LM:,509.22
5617,48.29892_162.17441,MHI:,4151.93
5618,21.543919_76.978496,NG:,2372.83
5619,-58.343759_-166.182607,LM:,8587.89
5620,7.099346_9.748597,NG:,5283.12
5621,-18.204909_86.112727,MHI:,1092.98
5622,-18.497095_44.448603,SUZ:,6705.07
5623,60.523757_38.366238,EN:,4868.2
5624,-20.587952_91.322043,LM:,9973.86
5625,50.278386_103.352233,GOLD:,4939.51
5626,13.245639_94.887116,SGRE:,2122.53
5627,-87.918392_106.494847,SGRE:,8115.66
5628,-63.364459_172.021521,MHI:,642.85
5629,6.735467_92.901047,GOLD:,5615.43
5630,16.543548_-161.042415,SG:,7938.31
5631,20.753501_36.181406,LM:,4752.01
5632,84.566801_46.018314,GE:,6750.98
5633,78.999257_89.339056,SUZ:,4431.49
5634,39.909792_-21.425362,NG:,2774.23
5635,7.891756_134.205751,LM:,558.38
5636,-30.778261_129.190067,GE:,748.95
5637,19.921508_44.994688,GOLD:,4102.48
5638,-7.689856_-79.153487,SG:,5680.14
5639,64.024229_153.841119,GOLD:,107.94
5640,75.596478_121.101879,SG:,6210.44
5641,30.902801_-109.825809,VWS:,3274.31
5642,-25.194837_-82.56954,EN:,8845.46
5643,-49.936694_75.419948,MHI:,4933.67
5644,77.319812_174.54834,SGRE:,3569.31
5645,26.799547_-167.213426,VWS:,5306.36
5646,59.021001_38.814156,MHI:,1795.26
5647,8.929424_127.552529,SG:,3291.06
5648,-73.117338_67.942645,MHI:,7036.95
5649,-30.400919_-5.816373,SGRE:,9509.96
5650,-78.405396_96.557049,LM:,6088.3
5651,79.685237_-97.708436,VWS:,8059.95
5652,-22.854384_-38.855529,SGRE:,1332.68
5653,-14.938444_-20.997545,VWS:,2806.58
5654,2.22026_-138.537289,SG:,3092.12
5655,5.016761_-79.190736,SUZ:,4305.21
5656,-72.192329_-113.461061,SUZ:,2546.21
5657,-6.515599_-142.528353,GOLD:,2688.04
5658,-49.739603_0.336351,SG:,6736.23
5659,-47.262502_86.998949,GE:,1852.1
5660,-18.603389_-97.316063,MHI:,4796.06
5661,-20.276968_-141.798184,GE:,338.07
5662,47.969626_-68.759748,VWS:,3020.34
5663,32.766289_-114.462782,NG:,5922.81
5664,34.109569_-133.721695,SGRE:,3337.4
5665,-71.008933_36.270249,MHI:,410.82
5666,-17.574462_-173.690872,VWS:,1996.92
5667,69.942676_162.520681,MHI:,9351.51
5668,46.919083_-168.500081,VWS:,8229.83
5669,-41.776431_-160.013178,GE:,5574.15
5670,60.185884_-102.582929,SGRE:,3486.38
5671,-6.235128_14.566598,GE:,4632.15
5672,-50.913808_44.449927,MHI:,2391.32
5673,44.414708_-61.830172,GOLD:,5460.77
5674,7.478524_-10.736354,SG:,5079.7
5675,-72.710371_-4.531093,LM:,4278.37
5676,52.840983_-114.779505,SUZ:,7500.71
5677,-62.489109_-107.906703,MHI:,6598.79
5678,-43.394494_140.559159,LM:,2047.95
5679,2.534054_147.75978,VWS:,6337.42
5680,21.075635_-83.548521,LM:,7201.38
5681,-36.79189_167.656386,EN:,2330.04
5682,18.149346_-53.210119,SGRE:,6459.02
5683,58.989981_-22.838923,GOLD:,9303.49
5684,4.848336_-73.696073,EN:,3317.08
5685,-0.552452_-57.938365,GE:,3631.87
5686,37.117957_-92.203765,SUZ:,5055.06
5687,58.780515_67.890202,GE:,7880.05
5688,-8.033334_-117.114451,LM:,3491.51
5689,-66.182398_140.023523,VWS:,4409.02
5690,76.974409_96.076961,SGRE:,6447.91
5691,-83.88929_128.761382,EN:,1444.16
5692,-27.906322_48.360658,GE:,5625.93
5693,10.922665_2.868997,SGRE:,2826.67
5694,-42.856418_-120.659893,LM:,1166.32
5695,82.668346_24.393963,SGRE:,1377.3
5696,-38.012271_-102.200579,LM:,555.68
5697,32.077429_73.606485,NG:,6737.48
5698,59.384114_-7.943834,SG:,2840.01
5699,32.748004_-32.608107,GE:,2839.72
5700,57.839819_18.48945,SG:,2275.64
5701,-59.817838_95.941475,SUZ:,8708.65
5702,6.816017_64.020663,GE:,4203.49
5703,35.601908_-151.85586,SGRE:,5969.43
5704,2.700682_88.726074,VWS:,4886.31
5705,-54.72992_50.113673,EN:,1096.19
5706,9.62511_-59.75558,NG:,7166.5
5707,70.292223_-172.923269,LM:,4823.76
5708,-34.083486_-58.88121,EN:,1982.96
5709,80.959351_-114.710802,SGRE:,7051.9
5710,-19.279303_-89.579716,MHI:,7022.93
5711,78.197821_108.535861,VWS:,3183.89
5712,8.262621_169.945338,NG:,8633.3
5713,49.173808_122.995932,LM:,8866.63
5714,30.828754_-44.994572,GE:,4200.56
5715,-38.771612_102.174355,GE:,4250.66
5716,-72.402272_129.448106,SUZ:,9152.37
5717,24.216999_-118.317856,EN:,9435.46
5718,62.590479_-45.948947,NG:,4213.59
5719,66.332213_176.873784,GE:,7933.07
5720,-67.242061_88.644669,SUZ:,6022.06
5721,-53.678588_-140.934405,SGRE:,5114.33
5722,-79.912971_39.013106,EN:,6855.59
5723,7.553106_5.7106,GOLD:,7543.48
5724,-1.75876_-85.656846,SGRE:,5804.39
5725,-12.612551_-1.519745,EN:,5886.82
5726,76.743161_112.228472,SUZ:,1875.54
5727,88.351352_-21.145864,MHI:,2095.81
5728,-31.568155_94.949428,SGRE:,3585.85
5729,89.104944_-67.416373,GE:,7726.1
5730,73.649308_-5.659986,GOLD:,3354.36
5731,24.924786_-29.613124,LM:,6932.33
5732,15.035133_89.901874,VWS:,4511.72
5733,82.350073_-173.613637,VWS:,5419.57
5734,-31.357877_-95.307339,LM:,649.5
5735,-82.791638_93.270791,SG:,3130.21
5736,-23.134282_-137.697546,LM:,4592.37
5737,-66.414955_-126.572958,GOLD:,157.11
5738,44.651011_158.807434,NG:,658.85
5739,12.770557_107.666254,NG:,9965.17
5740,-61.565921_166.90613,GE:,6483.46
5741,-61.896346_-91.647668,VWS:,9519.85
5742,38.892876_-150.432172,SUZ:,7093.29
5743,27.471875_27.819837,SGRE:,2092.83
5744,17.979991_110.655998,MHI:,9758.35
5745,50.682702_110.152365,GE:,507.16
5746,37.755768_66.964466,GOLD:,3992.69
5747,-21.859727_-24.400293,SGRE:,6606.31
5748,-24.0962_164.390566,SUZ:,4909.5
5749,-13.069282_-163.86353,LM:,5206.28
5750,57.445267_162.038146,MHI:,4860.72
5751,60.977843_24.987613,LM:,5801.18
5752,-84.466271_66.573781,EN:,4986.28
5753,-73.294036_-28.887544,GOLD:,6175.91
5754,-53.813897_15.124092,SG:,1437.28
5755,71.262071_-47.173005,EN:,8656.13
5756,81.908063_72.814404,SG:,7759.15
5757,27.879843_-15.145829,SUZ:,9685.09
5758,33.442427_2.00514,GE:,8201.48
5759,-3.359459_49.255441,NG:,3260.12
5760,-51.439079_-130.335655,LM:,3100.33
5761,-34.347787_-171.018858,SUZ:,4600.04
5762,-24.318369_-79.293373,EN:,3380.44
5763,-80.254683_-31.785961,VWS:,9673.31
5764,40.296257_-165.787983,EN:,1381.94
5765,36.576287_22.547848,GE:,4895.76
5766,-43.684986_-179.501709,GE:,4180.96
5767,-55.106752_-15.360665,SG:,6956.32
5768,28.003149_-3.484725,LM:,368.66
5769,79.685771_-31.766174,SGRE:,5819.26
5770,-21.246528_177.329576,LM:,1645.96
5771,84.438813_159.928242,SG:,2345.7
5772,-89.092603_80.189782,VWS:,6217.17
5773,17.436936_82.84021,GOLD:,5375.79
5774,77.796568_-51.655834,GOLD:,2907.28
5775,-56.090101_-2.033649,MHI:,1555.02
5776,-70.58074_-39.49912,SG:,2624.43
5777,45.683466_-154.208879,VWS:,782.47
5778,35.08026_30.703457,NG:,9888.54
5779,70.735353_-96.736413,EN:,6090.82
5780,-10.817141_66.208829,MHI:,2266.58
5781,-37.139944_-142.200825,GOLD:,8086.72
5782,18.161149_142.804694,VWS:,495.2
5783,56.907772_-177.442597,GOLD:,5814.87
5784,75.483006_-91.42152,SG:,8150.07
5785,-56.217501_-41.090827,SGRE:,8862.85
5786,20.973052_-94.633405,MHI:,1402.47
5787,-32.564427_45.939593,SUZ:,9782.98
5788,2.589133_-6.728031,NG:,5648.62
5789,-86.61614_149.135189,SGRE:,177.89
5790,-10.666892_107.96383,SUZ:,3306.84
5791,-16.243038_-131.404009,GE:,5022.01
5792,-80.867208_26.444046,GE:,21.85
5793,77.928714_-15.278123,MHI:,9085.08
5794,41.98511_-97.883137,LM:,6100.53
5795,-36.243578_-20.219839,GE:,6068.02
5796,84.892645_92.685316,SG:,9594.72
5797,40.350409_-168.856401,LM:,5886.96
5798,-31.440182_91.106451,SUZ:,8571.78
5799,85.642309_-108.067228,LM:,3626.67
5800,42.097637_64.577568,NG:,234.56
5801,-63.773161_-25.127672,EN:,1887.33
5802,-37.475998_-159.757946,SUZ:,5864.51
5803,11.690802_-39.462953,SUZ:,519.43
5804,-44.268285_-66.664525,SG:,3994.19
5805,19.202213_-21.287762,SUZ:,8635.25
5806,40.275355_-178.624163,MHI:,2463.73
5807,56.180316_79.771631,SG:,2417.84
5808,-41.41003_125.45396,MHI:,8113.03
5809,-52.349985_-73.757538,VWS:,8780.88
5810,-87.424208_-39.639913,NG:,9818.38
5811,18.892235_64.574567,GOLD:,3960.26
5812,55.959333_-149.204314,LM:,7780.82
5813,-79.124661_-59.314873,LM:,2177.96
5814,10.599423_87.031238,VWS:,3021.89
5815,-30.982199_-1.153966,SG:,1815.99
5816,-41.574156_-57.110076,SG:,2939.33
5817,3.686725_67.581512,SUZ:,1636.62
5818,-71.085603_108.51303,SUZ:,6581.38
5819,19.585869_-152.771491,SUZ:,1103.67
5820,-80.743984_5.815059,VWS:,268.09
5821,72.417895_-36.819573,LM:,5939.17
5822,-40.058237_55.495739,NG:,8071.57
5823,63.289313_10.786705,LM:,2960.71
5824,8.143957_-97.397156,VWS:,789.61
5825,45.419111_111.461414,NG:,9199.21
5826,-41.753075_-162.704693,SUZ:,320.56
5827,23.236441_49.017473,EN:,8791.51
5828,60.211714_146.722616,VWS:,5016.08
5829,22.438222_-73.487102,MHI:,5832.0
5830,19.645624_-10.800354,SGRE:,7635.17
5831,-64.225262_42.911301,LM:,1418.32
5832,21.787433_-90.097795,LM:,703.05
5833,-14.374024_-141.569211,SGRE:,176.8
5834,17.412416_57.159514,SGRE:,8404.54
5835,85.558009_-77.588674,MHI:,6956.05
5836,9.119265_67.42998,VWS:,1344.02
5837,-49.779506_-130.826662,GOLD:,1531.77
5838,48.23292_-149.595766,GE:,8057.93
5839,-5.165809_177.510072,EN:,9761.49
5840,58.600609_-149.282892,EN:,7368.24
5841,61.676722_-87.142958,SG:,4553.05
5842,-46.842379_117.19697,LM:,6630.72
5843,-68.407194_-91.639215,VWS:,9995.06
5844,-58.357245_47.311625,SGRE:,3495.1
5845,-87.582952_-138.166781,MHI:,984.12
5846,-89.078226_-55.532493,EN:,9296.29
5847,-62.466038_139.538804,SGRE:,9290.49
5848,67.071998_-15.813874,GE:,1582.93
5849,-33.97001_-140.782171,LM:,4500.06
5850,46.521084_164.514846,LM:,6086.5
5851,33.602664_72.406009,EN:,6690.53
5852,65.11414_137.579993,GE:,579.3
5853,59.985546_8.331444,GE:,6616.21
5854,67.607915_-134.504994,EN:,3664.82
5855,-38.289328_-156.825854,GOLD:,9086.84
5856,19.739144_19.675659,SUZ:,4160.52
5857,-63.592292_-138.134656,NG:,4612.09
5858,-89.14623_-130.684219,LM:,5029.0
5859,72.085435_-20.64495,VWS:,4859.55
5860,-48.587644_156.005721,VWS:,9991.98
5861,72.174477_-132.876485,LM:,63.99
5862,3.030308_-160.334597,VWS:,6339.88
5863,75.239696_-111.658713,GOLD:,3115.94
5864,-57.547378_14.071492,LM:,2424.81
5865,17.001302_-52.955355,VWS:,7653.24
5866,-29.202243_69.939331,VWS:,4444.03
5867,-89.114207_-150.565321,SG:,2177.76
5868,-35.563467_105.986723,MHI:,1517.2
5869,18.437611_0.654278,SG:,5184.34
5870,74.530768_-101.307522,SGRE:,6984.61
5871,57.940237_-132.988646,SUZ:,7086.17
5872,-42.861911_5.157902,MHI:,4375.74
5873,-89.675424_99.3442,LM:,8321.16
5874,-78.522317_121.829961,MHI:,3876.62
5875,33.836137_-36.994891,EN:,2177.33
5876,-46.649859_135.782018,GE:,4362.29
5877,-73.482947_138.491706,GE:,3290.46
5878,-4.980177_-150.594185,LM:,8554.88
5879,-70.157038_-32.028294,MHI:,4694.21
5880,9.203186_-154.149938,LM:,5183.29
5881,33.017078_-103.829385,SG:,7259.99
5882,-50.852667_-32.358146,VWS:,7721.44
5883,83.629922_19.924673,GE:,2110.49
5884,26.090859_31.898897,SGRE:,3044.98
5885,51.087414_-128.606786,SUZ:,9770.17
5886,15.2057_150.044568,SUZ:,1584.05
5887,-27.582601_173.270909,SG:,9839.62
5888,81.750723_116.022105,SG:,9672.26
5889,-64.541342_-8.549518,MHI:,1882.7
5890,76.015467_-56.137405,NG:,8005.09
5891,-26.321564_152.433169,NG:,7726.63
5892,88.079665_118.701606,MHI:,5508.0
5893,78.129724_73.894066,MHI:,8987.44
5894,-24.384163_-109.305431,GOLD:,8107.2
5895,63.514389_-81.960956,LM:,3429.55
5896,-41.374227_-5.911845,LM:,3954.51
5897,-47.337948_17.147536,GE:,2839.96
5898,-49.486702_9.424658,SG:,8885.59
5899,3.426668_24.597561,EN:,1627.66
5900,76.804405_156.265864,VWS:,9089.23
5901,-7.061759_79.354943,SGRE:,9837.07
5902,-9.377258_88.742179,SG:,5515.83
5903,14.674295_-27.446592,LM:,7080.73
5904,-43.288551_151.547006,SUZ:,7221.07
5905,-50.169978_-4.483995,SUZ:,6353.28
5906,-78.33431_175.092045,SUZ:,3867.95
5907,-55.181829_77.305187,NG:,5866.75
5908,-64.606206_-132.995684,NG:,6555.98
5909,-20.385972_-132.010253,GE:,1937.9
5910,84.722683_28.613994,MHI:,9676.55
5911,38.927919_-0.235877,EN:,5759.88
5912,46.977364_-76.611394,GE:,827.26
5913,-43.36865_-40.498324,SUZ:,8827.3
5914,-33.354569_49.392788,EN:,2229.3
5915,56.835544_-16.944981,SUZ:,3559.12
5916,-16.525008_79.410721,NG:,5879.3
5917,-81.466731_-16.862538,SG:,4103.98
5918,52.441533_153.468301,MHI:,5916.56
5919,-2.343628_-81.499053,VWS:,4420.3
5920,2.16838_104.240029,SUZ:,2936.03
5921,52.178014_122.71547,NG:,5998.38
5922,17.755941_87.162594,LM:,7966.69
5923,17.73776_131.912249,SGRE:,975.66
5924,-89.648082_-10.122876,NG:,4742.2
5925,46.089439_-65.707048,VWS:,882.46
5926,58.29148_0.950249,SGRE:,3788.04
5927,-75.7334_-175.505439,SG:,6000.78
5928,-4.743833_-61.143998,MHI:,2612.54
5929,-41.536835_-37.446125,LM:,5801.73
5930,31.956163_97.500236,VWS:,2799.44
5931,35.020739_49.349037,NG:,9287.03
5932,29.487177_-128.904311,NG:,5265.44
5933,-19.403178_109.490925,GE:,9084.66
5934,-2.101072_99.273378,MHI:,9661.78
5935,-39.930907_-113.759191,GOLD:,9214.24
5936,-3.987924_-139.632826,MHI:,342.4
5937,45.787587_-172.958417,SG:,2127.92
5938,71.295561_17.155032,LM:,8111.61
5939,37.792266_102.040614,SGRE:,2200.85
5940,-60.136997_-175.619929,EN:,892.87
5941,-37.241471_-137.959618,VWS:,903.22
5942,-71.799626_74.07154,MHI:,595.6
5943,-81.939265_92.431527,MHI:,9675.29
5944,73.001471_-166.895983,LM:,6415.8
5945,25.851787_-108.78354,SUZ:,2666.65
5946,43.333557_-84.351416,SG:,9828.39
5947,76.478062_36.321774,SUZ:,8502.15
5948,-66.501851_-122.648069,GE:,9246.34
5949,-46.402305_116.125598,GOLD:,9266.23
5950,-7.422115_173.461264,MHI:,3828.27
5951,-80.049818_179.987699,EN:,3608.57
5952,36.44151_-119.207473,MHI:,576.08
5953,-43.542855_89.036496,GOLD:,2983.89
5954,-81.775491_60.262977,MHI:,6386.53
5955,-70.775985_12.343133,GE:,9312.7
5956,-47.774173_172.574424,MHI:,4441.15
5957,-73.52965_81.669019,MHI:,5779.48
5958,63.019716_-123.766302,MHI:,3208.93
5959,10.562615_-123.585763,EN:,8394.48
5960,-72.205933_32.506539,GE:,5776.16
5961,-65.372554_0.145697,MHI:,2593.83
5962,8.669689_48.763661,SUZ:,6169.84
5963,-31.086663_-49.401307,NG:,9916.2
5964,-56.804256_-64.980412,LM:,2870.95
5965,80.830869_146.77418,LM:,4143.01
5966,-74.84564_93.926119,VWS:,1562.56
5967,38.584814_28.28065,NG:,1024.52
5968,-80.648815_-161.720051,SGRE:,5127.88
5969,-71.175713_-139.290438,EN:,5119.68
5970,72.608023_-64.723032,SG:,3220.52
5971,45.937219_70.516819,SG:,5578.56
5972,29.698403_136.465653,VWS:,7353.4
5973,-44.041257_161.569148,GE:,72.17
5974,-83.224643_-130.575623,SGRE:,748.67
5975,11.263902_-70.251821,LM:,4243.78
5976,60.131867_49.01517,GE:,2204.46
5977,78.485466_-153.679065,EN:,1372.01
5978,67.031225_150.233517,SG:,4668.37
5979,37.410363_176.275028,LM:,9007.89
5980,-69.802588_-58.432666,EN:,4886.67
5981,21.421342_-122.713521,LM:,4797.74
5982,36.805821_-125.107276,SG:,1929.1
5983,82.148346_-119.164735,EN:,5005.29
5984,83.511695_135.205672,SG:,5201.63
5985,-86.001833_16.308747,GE:,1907.38
5986,60.896714_134.745643,GE:,9448.53
5987,59.102866_155.525003,EN:,4217.97
5988,-62.610389_86.003965,LM:,4604.93
5989,83.300309_-156.50571,LM:,131.35
5990,49.680835_93.929357,NG:,3281.25
5991,-34.104566_148.661091,VWS:,8542.21
5992,-21.110173_109.477652,GOLD:,1207.6
5993,2.521014_0.552364,SG:,3779.29
5994,80.828318_-73.238439,SUZ:,369.93
5995,15.036589_-139.427728,GOLD:,3050.54
5996,53.732015_-32.613732,VWS:,6848.96
5997,-73.430612_-41.285152,NG:,9982.82
5998,4.5922_35.955858,SGRE:,9625.8
5999,48.053719_-119.828328,SG:,7471.35
6000,-74.380703_145.883803,SGRE:,9350.69
6001,-56.062609_-158.121325,SUZ:,6447.7
6002,60.657746_-41.922356,SGRE:,1803.08
6003,-65.138063_-73.771397,SUZ:,6759.75
6004,-76.731211_13.178662,SG:,8742.57
6005,-59.446529_-176.456058,MHI:,5060.36
6006,46.860155_-57.52235,EN:,1352.25
6007,32.08969_-124.066546,MHI:,6161.77
6008,13.484718_-10.68388,NG:,5616.0
6009,-60.877982_-161.897237,MHI:,8603.39
6010,-54.408389_133.170882,SG:,7038.26
6011,68.781879_114.315326,LM:,9754.75
6012,73.403621_90.327069,LM:,6466.07
6013,35.333219_-129.886002,MHI:,461.28
6014,7.080242_84.482776,VWS:,2582.47
6015,-71.505419_125.598665,VWS:,6667.45
6016,-88.514867_90.03414,VWS:,7929.57
6017,28.935905_-152.773914,MHI:,348.22
6018,62.522386_160.336939,GE:,3820.3
6019,-88.187787_170.561986,LM:,2992.09
6020,24.118645_-12.675203,GE:,9476.69
6021,-47.644324_-135.297134,EN:,4064.64
6022,-53.601797_-17.930611,MHI:,3115.66
6023,-68.673026_-40.523233,SG:,4365.33
6024,-67.9613_95.500086,VWS:,9281.69
6025,2.449541_-124.321455,SG:,7083.8
6026,-63.220727_-144.311144,NG:,1601.65
6027,52.410658_0.782854,MHI:,4988.75
6028,-72.161345_-73.245798,LM:,2072.52
6029,5.967569_-10.01012,GE:,7381.43
6030,35.347789_179.038569,SG:,5736.35
6031,-61.628948_56.915753,VWS:,3044.13
6032,-63.901007_133.538904,GE:,5699.52
6033,72.925049_27.075996,SGRE:,3457.8
6034,-18.801692_-12.248099,MHI:,9101.01
6035,-31.793523_-27.870053,MHI:,5246.54
6036,54.927018_-127.974879,NG:,1645.47
6037,43.205722_14.674472,GOLD:,4903.09
6038,-18.414734_-112.744984,GE:,8621.95
6039,22.120547_169.929278,LM:,2025.11
6040,-54.735764_132.585687,SGRE:,7375.73
6041,45.137399_4.56771,SG:,9060.99
6042,82.162711_-45.924122,SUZ:,7793.74
6043,9.144586_109.930253,GOLD:,7979.65
6044,53.819243_-176.522566,VWS:,4111.56
6045,46.004786_83.155843,EN:,5535.4
6046,-42.293854_22.469124,VWS:,243.06
6047,-58.816567_32.255864,NG:,2163.44
6048,38.149048_50.309783,GE:,8698.94
6049,-3.633997_-162.96946,NG:,1129.43
6050,-42.636147_138.564585,NG:,2983.23
6051,23.631557_-33.753391,SG:,192.26
6052,33.841308_153.045246,VWS:,8345.97
6053,83.761893_-14.856245,EN:,8123.37
6054,-56.9421_-170.791249,NG:,3912.74
6055,26.589148_143.82388,EN:,4938.38
6056,-85.65155_-65.091134,SG:,5293.09
6057,-41.672825_153.642221,SUZ:,4811.68
6058,-84.821102_145.953641,NG:,5073.37
6059,-32.669744_-36.064718,EN:,9667.02
6060,64.252539_110.787162,SG:,1211.34
6061,-39.706535_-100.492445,SGRE:,2830.28
6062,11.459177_-103.015381,GE:,1971.84
6063,-22.851665_-95.079782,MHI:,3902.19
6064,24.991395_97.284296,SUZ:,8179.99
6065,3.71166_-161.277145,GE:,8827.31
6066,-87.103385_2.107315,VWS:,3077.88
6067,9.485094_-24.975575,LM:,2127.14
6068,10.73347_61.735129,SGRE:,594.29
6069,-2.000068_115.360605,SG:,3711.13
