id,aircraft.id,description,priority,status,createdDate,dueDate
WORK-ORDER-3830,AIRCRAFT-381,Perform weather-related damage inspection,MEDIUM,CLOSED,2026-06-28,2026-07-03
WORK-ORDER-3831,AIRCRAFT-381,Perform scheduled maintenance tasks,MEDIUM,CLOSED,2026-06-28,2026-07-02
WORK-ORDER-3832,AIRCRAFT-381,Conduct security inspection and clearance,HIGH,CLOSED,2026-06-28,2026-07-03
WORK-ORDER-3833,AIRCRAFT-381,Perform engine inspection and maintenance,HIGH,CLOSED,2026-06-28,2026-06-30
WORK-ORDER-3834,AIRCRAFT-381,Inspect and repair landing gear assembly,HIGH,CLOSED,2026-06-28,2026-07-02
WORK-ORDER-3835,AIRCRAFT-388,Refuel aircraft to operational capacity,HIGH,CLOSED,2026-06-28,2026-07-01
WORK-ORDER-3836,AIRCRAFT-388,Service hydraulic systems and check for leaks,HIGH,CLOSED,2026-06-28,2026-06-29
WORK-ORDER-3837,AIRCRAFT-388,Perform scheduled maintenance tasks,MEDIUM,CLOSED,2026-06-28,2026-07-02
WORK-ORDER-3838,AIRCRAFT-388,Perform engine inspection and maintenance,HIGH,CLOSED,2026-06-28,2026-06-29
WORK-ORDER-3839,AIRCRAFT-281,Service hydraulic systems and check for leaks,HIGH,CLOSED,2026-06-28,2026-07-03
WORK-ORDER-384,AIRCRAFT-202,Perform engine inspection and maintenance,HIGH,CLOSED,2026-04-15,2026-04-20
WORK-ORDER-3840,AIRCRAFT-281,Perform engine inspection and maintenance,HIGH,CLOSED,2026-06-28,2026-07-03
WORK-ORDER-3841,AIRCRAFT-281,Conduct security inspection and clearance,HIGH,CLOSED,2026-06-28,2026-07-03
WORK-ORDER-3842,AIRCRAFT-216,Conduct security inspection and clearance,HIGH,CLOSED,2026-06-28,2026-07-03
WORK-ORDER-3843,AIRCRAFT-216,Perform weather-related damage inspection,MEDIUM,CLOSED,2026-06-28,2026-07-03
WORK-ORDER-3844,AIRCRAFT-481,Service hydraulic systems and check for leaks,HIGH,CLOSED,2026-06-28,2026-06-30
WORK-ORDER-3845,AIRCRAFT-481,Perform weather-related damage inspection,MEDIUM,CLOSED,2026-06-28,2026-06-29
WORK-ORDER-3846,AIRCRAFT-447,Conduct security inspection and clearance,HIGH,CLOSED,2026-06-28,2026-07-02
WORK-ORDER-3847,AIRCRAFT-116,Conduct security inspection and clearance,HIGH,CLOSED,2026-06-28,2026-06-30
WORK-ORDER-3848,AIRCRAFT-116,Perform scheduled maintenance tasks,MEDIUM,CLOSED,2026-06-28,2026-06-30
WORK-ORDER-3849,AIRCRAFT-116,Inspect and repair landing gear assembly,HIGH,CLOSED,2026-06-28,2026-06-30
WORK-ORDER-385,AIRCRAFT-202,Fix communication equipment and systems,MEDIUM,CLOSED,2026-04-15,2026-04-20
WORK-ORDER-3850,AIRCRAFT-116,Repair navigation system components,HIGH,CLOSED,2026-06-28,2026-06-30
WORK-ORDER-3851,AIRCRAFT-488,Perform scheduled maintenance tasks,MEDIUM,CLOSED,2026-02-13,2026-02-15
WORK-ORDER-3852,AIRCRAFT-488,Fix communication equipment and systems,MEDIUM,CLOSED,2026-02-13,2026-02-14
WORK-ORDER-3853,AIRCRAFT-488,Perform weather-related damage inspection,MEDIUM,CLOSED,2026-02-13,2026-02-17
WORK-ORDER-3854,AIRCRAFT-488,Conduct security inspection and clearance,HIGH,CLOSED,2026-02-13,2026-02-14
WORK-ORDER-3855,AIRCRAFT-166,Repair navigation system components,HIGH,CLOSED,2026-06-29,2026-07-03
WORK-ORDER-3856,AIRCRAFT-166,Complete delayed maintenance procedures,LOW,CLOSED,2026-06-29,2026-07-01
WORK-ORDER-3857,AIRCRAFT-166,Service hydraulic systems and check for leaks,HIGH,CLOSED,2026-06-29,2026-07-01
WORK-ORDER-3858,AIRCRAFT-263,Conduct security inspection and clearance,HIGH,CLOSED,2026-06-29,2026-07-04
WORK-ORDER-3859,AIRCRAFT-263,Perform weather-related damage inspection,MEDIUM,CLOSED,2026-06-29,2026-07-02
WORK-ORDER-386,AIRCRAFT-202,Service hydraulic systems and check for leaks,HIGH,CLOSED,2026-04-15,2026-04-17
WORK-ORDER-3860,AIRCRAFT-269,Inspect and repair landing gear assembly,HIGH,CLOSED,2026-06-29,2026-07-02
WORK-ORDER-3861,AIRCRAFT-219,Perform engine inspection and maintenance,HIGH,CLOSED,2026-06-29,2026-06-30
WORK-ORDER-3862,AIRCRAFT-219,Repair navigation system components,HIGH,CLOSED,2026-06-29,2026-06-30
WORK-ORDER-3863,AIRCRAFT-440,Service hydraulic systems and check for leaks,HIGH,CLOSED,2026-06-29,2026-07-03
WORK-ORDER-3864,AIRCRAFT-440,Inspect and repair landing gear assembly,HIGH,CLOSED,2026-06-29,2026-07-04
WORK-ORDER-3865,AIRCRAFT-440,Perform weather-related damage inspection,MEDIUM,CLOSED,2026-06-29,2026-07-03
WORK-ORDER-3866,AIRCRAFT-313,Inspect and repair landing gear assembly,HIGH,CLOSED,2026-06-29,2026-07-04
WORK-ORDER-3867,AIRCRAFT-313,Perform scheduled maintenance tasks,MEDIUM,CLOSED,2026-06-29,2026-07-02
WORK-ORDER-3868,AIRCRAFT-468,Repair navigation system components,HIGH,CLOSED,2026-06-29,2026-07-02
WORK-ORDER-3869,AIRCRAFT-468,Perform weather-related damage inspection,MEDIUM,CLOSED,2026-06-29,2026-07-04
WORK-ORDER-387,AIRCRAFT-234,Refuel aircraft to operational capacity,HIGH,CLOSED,2026-02-04,2026-02-08
WORK-ORDER-3870,AIRCRAFT-468,Service hydraulic systems and check for leaks,HIGH,CLOSED,2026-06-29,2026-07-03
WORK-ORDER-3871,AIRCRAFT-468,Complete delayed maintenance procedures,LOW,CLOSED,2026-06-29,2026-06-30
WORK-ORDER-3872,AIRCRAFT-131,Perform engine inspection and maintenance,HIGH,CLOSED,2026-06-29,2026-07-04
WORK-ORDER-3873,AIRCRAFT-131,Perform scheduled maintenance tasks,MEDIUM,CLOSED,2026-06-29,2026-07-04
WORK-ORDER-3874,AIRCRAFT-131,Complete delayed maintenance procedures,LOW,CLOSED,2026-06-29,2026-07-04
WORK-ORDER-3875,AIRCRAFT-131,Repair navigation system components,HIGH,CLOSED,2026-06-29,2026-07-03
WORK-ORDER-3876,AIRCRAFT-131,Refuel aircraft to operational capacity,HIGH,CLOSED,2026-06-29,2026-06-30
WORK-ORDER-3877,AIRCRAFT-199,Inspect and repair landing gear assembly,HIGH,CLOSED,2026-02-13,2026-02-17
WORK-ORDER-3878,AIRCRAFT-199,Perform scheduled maintenance tasks,MEDIUM,CLOSED,2026-02-13,2026-02-15
WORK-ORDER-3879,AIRCRAFT-199,Perform weather-related damage inspection,MEDIUM,CLOSED,2026-02-13,2026-02-15
WORK-ORDER-388,AIRCRAFT-234,Conduct security inspection and clearance,HIGH,CLOSED,2026-02-04,2026-02-06
WORK-ORDER-3880,AIRCRAFT-194,Perform engine inspection and maintenance,HIGH,CLOSED,2026-06-29,2026-07-04
WORK-ORDER-3881,AIRCRAFT-236,Repair navigation system components,HIGH,CLOSED,2026-06-29,2026-07-04
WORK-ORDER-3882,AIRCRAFT-492,Repair navigation system components,HIGH,CLOSED,2026-06-29,2026-07-04
WORK-ORDER-3883,AIRCRAFT-492,Complete delayed maintenance procedures,LOW,CLOSED,2026-06-29,2026-06-30
WORK-ORDER-3884,AIRCRAFT-492,Inspect and repair landing gear assembly,HIGH,CLOSED,2026-06-29,2026-06-30
WORK-ORDER-3885,AIRCRAFT-346,Perform engine inspection and maintenance,HIGH,CLOSED,2026-06-29,2026-07-04
WORK-ORDER-3886,AIRCRAFT-346,Refuel aircraft to operational capacity,HIGH,CLOSED,2026-06-29,2026-06-30
WORK-ORDER-3887,AIRCRAFT-346,Complete delayed maintenance procedures,LOW,CLOSED,2026-06-29,2026-07-02
WORK-ORDER-3888,AIRCRAFT-329,Conduct security inspection and clearance,HIGH,CLOSED,2026-06-29,2026-07-04
WORK-ORDER-3889,AIRCRAFT-329,Complete delayed maintenance procedures,LOW,CLOSED,2026-06-29,2026-07-02
WORK-ORDER-389,AIRCRAFT-234,Perform weather-related damage inspection,MEDIUM,CLOSED,2026-02-04,2026-02-05
WORK-ORDER-3890,AIRCRAFT-329,Service hydraulic systems and check for leaks,HIGH,CLOSED,2026-06-29,2026-07-03
WORK-ORDER-3891,AIRCRAFT-119,Refuel aircraft to operational capacity,HIGH,CLOSED,2026-06-29,2026-07-02
WORK-ORDER-3892,AIRCRAFT-119,Complete delayed maintenance procedures,LOW,CLOSED,2026-06-29,2026-07-03
WORK-ORDER-3893,AIRCRAFT-119,Repair navigation system components,HIGH,CLOSED,2026-06-29,2026-07-03
WORK-ORDER-3894,AIRCRAFT-482,Fix communication equipment and systems,MEDIUM,CLOSED,2026-06-29,2026-07-04
WORK-ORDER-3895,AIRCRAFT-482,Refuel aircraft to operational capacity,HIGH,CLOSED,2026-06-29,2026-07-04
WORK-ORDER-3896,AIRCRAFT-415,Repair navigation system components,HIGH,CLOSED,2026-06-30,2026-07-04
WORK-ORDER-3897,AIRCRAFT-415,Perform scheduled maintenance tasks,MEDIUM,CLOSED,2026-06-30,2026-07-01
WORK-ORDER-3898,AIRCRAFT-313,Refuel aircraft to operational capacity,HIGH,CLOSED,2026-02-13,2026-02-15
WORK-ORDER-3899,AIRCRAFT-313,Perform scheduled maintenance tasks,MEDIUM,CLOSED,2026-02-13,2026-02-16
WORK-ORDER-39,AIRCRAFT-404,Perform scheduled maintenance tasks,MEDIUM,CLOSED,2026-04-05,2026-04-06
WORK-ORDER-390,AIRCRAFT-234,Repair navigation system components,HIGH,CLOSED,2026-02-04,2026-02-07
WORK-ORDER-3900,AIRCRAFT-313,Perform engine inspection and maintenance,HIGH,CLOSED,2026-02-13,2026-02-17
WORK-ORDER-3901,AIRCRAFT-313,Perform weather-related damage inspection,MEDIUM,CLOSED,2026-02-13,2026-02-15
WORK-ORDER-3902,AIRCRAFT-348,Perform engine inspection and maintenance,HIGH,CLOSED,2026-06-30,2026-07-05
WORK-ORDER-3903,AIRCRAFT-348,Conduct security inspection and clearance,HIGH,CLOSED,2026-06-30,2026-07-05
WORK-ORDER-3904,AIRCRAFT-348,Perform scheduled maintenance tasks,MEDIUM,CLOSED,2026-06-30,2026-07-04
WORK-ORDER-3905,AIRCRAFT-348,Fix communication equipment and systems,MEDIUM,CLOSED,2026-06-30,2026-07-01
WORK-ORDER-3906,AIRCRAFT-348,Inspect and repair landing gear assembly,HIGH,CLOSED,2026-06-30,2026-07-04
WORK-ORDER-3907,AIRCRAFT-70,Perform engine inspection and maintenance,HIGH,CLOSED,2026-06-30,2026-07-03
WORK-ORDER-3908,AIRCRAFT-70,Perform scheduled maintenance tasks,MEDIUM,CLOSED,2026-06-30,2026-07-02
WORK-ORDER-3909,AIRCRAFT-70,Perform weather-related damage inspection,MEDIUM,CLOSED,2026-06-30,2026-07-01
WORK-ORDER-391,AIRCRAFT-419,Complete delayed maintenance procedures,LOW,CLOSED,2026-04-15,2026-04-18
WORK-ORDER-3910,AIRCRAFT-70,Repair navigation system components,HIGH,CLOSED,2026-06-30,2026-07-04
WORK-ORDER-3911,AIRCRAFT-385,Complete delayed maintenance procedures,LOW,CLOSED,2026-06-30,2026-07-03
WORK-ORDER-3912,AIRCRAFT-85,Service hydraulic systems and check for leaks,HIGH,CLOSED,2026-06-30,2026-07-03
WORK-ORDER-3913,AIRCRAFT-85,Repair navigation system components,HIGH,CLOSED,2026-06-30,2026-07-01
WORK-ORDER-3914,AIRCRAFT-85,Refuel aircraft to operational capacity,HIGH,CLOSED,2026-06-30,2026-07-03
WORK-ORDER-3915,AIRCRAFT-85,Conduct security inspection and clearance,HIGH,CLOSED,2026-06-30,2026-07-03
WORK-ORDER-3916,AIRCRAFT-85,Perform engine inspection and maintenance,HIGH,CLOSED,2026-06-30,2026-07-03
WORK-ORDER-3917,AIRCRAFT-245,Inspect and repair landing gear assembly,HIGH,CLOSED,2026-07-01,2026-07-04
WORK-ORDER-3918,AIRCRAFT-245,Perform engine inspection and maintenance,HIGH,CLOSED,2026-07-01,2026-07-05
WORK-ORDER-3919,AIRCRAFT-245,Service hydraulic systems and check for leaks,HIGH,CLOSED,2026-07-01,2026-07-02
WORK-ORDER-392,AIRCRAFT-419,Service hydraulic systems and check for leaks,HIGH,CLOSED,2026-04-15,2026-04-16
WORK-ORDER-3920,AIRCRAFT-245,Perform weather-related damage inspection,MEDIUM,CLOSED,2026-07-01,2026-07-03
WORK-ORDER-3921,AIRCRAFT-245,Refuel aircraft to operational capacity,HIGH,CLOSED,2026-07-01,2026-07-03
WORK-ORDER-3922,AIRCRAFT-29,Repair navigation system components,HIGH,CLOSED,2026-07-01,2026-07-04
WORK-ORDER-3923,AIRCRAFT-29,Perform engine inspection and maintenance,HIGH,CLOSED,2026-07-01,2026-07-05
WORK-ORDER-3924,AIRCRAFT-108,Perform scheduled maintenance tasks,MEDIUM,CLOSED,2026-07-01,2026-07-04
WORK-ORDER-3925,AIRCRAFT-108,Complete delayed maintenance procedures,LOW,CLOSED,2026-07-01,2026-07-04
WORK-ORDER-3926,AIRCRAFT-108,Inspect and repair landing gear assembly,HIGH,CLOSED,2026-07-01,2026-07-05
WORK-ORDER-3927,AIRCRAFT-128,Service hydraulic systems and check for leaks,HIGH,CLOSED,2026-07-01,2026-07-06
WORK-ORDER-3928,AIRCRAFT-128,Conduct security inspection and clearance,HIGH,CLOSED,2026-07-01,2026-07-02
WORK-ORDER-3929,AIRCRAFT-128,Perform engine inspection and maintenance,HIGH,CLOSED,2026-07-01,2026-07-03
WORK-ORDER-393,AIRCRAFT-171,Refuel aircraft to operational capacity,HIGH,CLOSED,2026-04-15,2026-04-18
WORK-ORDER-3930,AIRCRAFT-128,Perform scheduled maintenance tasks,MEDIUM,CLOSED,2026-07-01,2026-07-05
WORK-ORDER-3931,AIRCRAFT-328,Repair navigation system components,HIGH,CLOSED,2026-07-01,2026-07-03
WORK-ORDER-3932,AIRCRAFT-328,Refuel aircraft to operational capacity,HIGH,CLOSED,2026-07-01,2026-07-05
WORK-ORDER-3933,AIRCRAFT-328,Service hydraulic systems and check for leaks,HIGH,CLOSED,2026-07-01,2026-07-05
WORK-ORDER-3934,AIRCRAFT-328,Complete delayed maintenance procedures,LOW,CLOSED,2026-07-01,2026-07-06
WORK-ORDER-3935,AIRCRAFT-367,Conduct security inspection and clearance,HIGH,CLOSED,2026-02-01,2026-02-04
WORK-ORDER-3936,AIRCRAFT-367,Perform engine inspection and maintenance,HIGH,CLOSED,2026-02-01,2026-02-02
WORK-ORDER-3937,AIRCRAFT-367,Fix communication equipment and systems,MEDIUM,CLOSED,2026-02-01,2026-02-06
WORK-ORDER-3938,AIRCRAFT-367,Service hydraulic systems and check for leaks,HIGH,CLOSED,2026-02-01,2026-02-03
WORK-ORDER-3939,AIRCRAFT-367,Perform weather-related damage inspection,MEDIUM,CLOSED,2026-02-01,2026-02-02
WORK-ORDER-394,AIRCRAFT-171,Perform engine inspection and maintenance,HIGH,CLOSED,2026-04-15,2026-04-17
WORK-ORDER-3940,AIRCRAFT-389,Fix communication equipment and systems,MEDIUM,CLOSED,2026-02-13,2026-02-16
WORK-ORDER-3941,AIRCRAFT-257,Inspect and repair landing gear assembly,HIGH,CLOSED,2026-07-01,2026-07-06
WORK-ORDER-3942,AIRCRAFT-257,Service hydraulic systems and check for leaks,HIGH,CLOSED,2026-07-01,2026-07-05
WORK-ORDER-3943,AIRCRAFT-257,Perform engine inspection and maintenance,HIGH,CLOSED,2026-07-01,2026-07-03
WORK-ORDER-3944,AIRCRAFT-257,Conduct security inspection and clearance,HIGH,CLOSED,2026-07-01,2026-07-06
WORK-ORDER-3945,AIRCRAFT-257,Complete delayed maintenance procedures,LOW,CLOSED,2026-07-01,2026-07-06
WORK-ORDER-3946,AIRCRAFT-250,Perform scheduled maintenance tasks,MEDIUM,CLOSED,2026-07-01,2026-07-02
WORK-ORDER-3947,AIRCRAFT-250,Perform weather-related damage inspection,MEDIUM,CLOSED,2026-07-01,2026-07-03
WORK-ORDER-3948,AIRCRAFT-250,Fix communication equipment and systems,MEDIUM,CLOSED,2026-07-01,2026-07-03
WORK-ORDER-3949,AIRCRAFT-250,Refuel aircraft to operational capacity,HIGH,CLOSED,2026-07-01,2026-07-03
WORK-ORDER-395,AIRCRAFT-171,Perform weather-related damage inspection,MEDIUM,CLOSED,2026-04-15,2026-04-17
WORK-ORDER-3950,AIRCRAFT-176,Repair navigation system components,HIGH,CLOSED,2026-07-01,2026-07-02
WORK-ORDER-3951,AIRCRAFT-176,Fix communication equipment and systems,MEDIUM,CLOSED,2026-07-01,2026-07-03
WORK-ORDER-3952,AIRCRAFT-151,Fix communication equipment and systems,MEDIUM,CLOSED,2026-07-01,2026-07-02
WORK-ORDER-3953,AIRCRAFT-151,Perform engine inspection and maintenance,HIGH,CLOSED,2026-07-01,2026-07-05
WORK-ORDER-3954,AIRCRAFT-151,Refuel aircraft to operational capacity,HIGH,CLOSED,2026-07-01,2026-07-02
WORK-ORDER-3955,AIRCRAFT-53,Perform weather-related damage inspection,MEDIUM,CLOSED,2026-07-01,2026-07-04
WORK-ORDER-3956,AIRCRAFT-28,Refuel aircraft to operational capacity,HIGH,CLOSED,2026-07-01,2026-07-03
WORK-ORDER-3957,AIRCRAFT-28,Repair navigation system components,HIGH,CLOSED,2026-07-01,2026-07-04
WORK-ORDER-3958,AIRCRAFT-28,Inspect and repair landing gear assembly,HIGH,CLOSED,2026-07-01,2026-07-04
WORK-ORDER-3959,AIRCRAFT-283,Complete delayed maintenance procedures,LOW,CLOSED,2026-07-01,2026-07-05
WORK-ORDER-396,AIRCRAFT-171,Conduct security inspection and clearance,HIGH,CLOSED,2026-04-15,2026-04-16
WORK-ORDER-3960,AIRCRAFT-283,Perform weather-related damage inspection,MEDIUM,CLOSED,2026-07-01,2026-07-06
WORK-ORDER-3961,AIRCRAFT-366,Service hydraulic systems and check for leaks,HIGH,CLOSED,2026-07-01,2026-07-05
WORK-ORDER-3962,AIRCRAFT-366,Repair navigation system components,HIGH,CLOSED,2026-07-01,2026-07-02
WORK-ORDER-3963,AIRCRAFT-366,Perform engine inspection and maintenance,HIGH,CLOSED,2026-07-01,2026-07-02
WORK-ORDER-3964,AIRCRAFT-366,Complete delayed maintenance procedures,LOW,CLOSED,2026-07-01,2026-07-03
WORK-ORDER-3965,AIRCRAFT-366,Inspect and repair landing gear assembly,HIGH,CLOSED,2026-07-01,2026-07-04
WORK-ORDER-3966,AIRCRAFT-497,Conduct security inspection and clearance,HIGH,CLOSED,2026-07-01,2026-07-05
WORK-ORDER-3967,AIRCRAFT-497,Fix communication equipment and systems,MEDIUM,CLOSED,2026-07-01,2026-07-06
WORK-ORDER-3968,AIRCRAFT-152,Repair navigation system components,HIGH,CLOSED,2026-02-13,2026-02-17
WORK-ORDER-3969,AIRCRAFT-152,Refuel aircraft to operational capacity,HIGH,CLOSED,2026-02-13,2026-02-15
WORK-ORDER-397,AIRCRAFT-407,Complete delayed maintenance procedures,LOW,CLOSED,2026-04-15,2026-04-18
WORK-ORDER-3970,AIRCRAFT-1,Perform scheduled maintenance tasks,MEDIUM,CLOSED,2026-07-01,2026-07-05
WORK-ORDER-3971,AIRCRAFT-1,Perform weather-related damage inspection,MEDIUM,CLOSED,2026-07-01,2026-07-06
WORK-ORDER-3972,AIRCRAFT-1,Complete delayed maintenance procedures,LOW,CLOSED,2026-07-01,2026-07-06
WORK-ORDER-3973,AIRCRAFT-264,Perform weather-related damage inspection,MEDIUM,CLOSED,2026-07-01,2026-07-04
WORK-ORDER-3974,AIRCRAFT-264,Perform scheduled maintenance tasks,MEDIUM,CLOSED,2026-07-01,2026-07-04
WORK-ORDER-3975,AIRCRAFT-95,Repair navigation system components,HIGH,CLOSED,2026-07-01,2026-07-03
WORK-ORDER-3976,AIRCRAFT-95,Service hydraulic systems and check for leaks,HIGH,CLOSED,2026-07-01,2026-07-04
WORK-ORDER-3977,AIRCRAFT-95,Perform weather-related damage inspection,MEDIUM,CLOSED,2026-07-01,2026-07-02
WORK-ORDER-3978,AIRCRAFT-87,Refuel aircraft to operational capacity,HIGH,CLOSED,2026-07-01,2026-07-04
WORK-ORDER-3979,AIRCRAFT-87,Perform engine inspection and maintenance,HIGH,CLOSED,2026-07-01,2026-07-02
WORK-ORDER-398,AIRCRAFT-407,Perform scheduled maintenance tasks,MEDIUM,CLOSED,2026-04-15,2026-04-20
WORK-ORDER-3980,AIRCRAFT-87,Inspect and repair landing gear assembly,HIGH,CLOSED,2026-07-01,2026-07-05
WORK-ORDER-3981,AIRCRAFT-87,Repair navigation system components,HIGH,CLOSED,2026-07-01,2026-07-02
WORK-ORDER-3982,AIRCRAFT-87,Perform weather-related damage inspection,MEDIUM,CLOSED,2026-07-01,2026-07-03
WORK-ORDER-3983,AIRCRAFT-246,Repair navigation system components,HIGH,CLOSED,2026-07-01,2026-07-06
WORK-ORDER-3984,AIRCRAFT-246,Fix communication equipment and systems,MEDIUM,CLOSED,2026-07-01,2026-07-03
WORK-ORDER-3985,AIRCRAFT-246,Complete delayed maintenance procedures,LOW,CLOSED,2026-07-01,2026-07-03
WORK-ORDER-3986,AIRCRAFT-500,Fix communication equipment and systems,MEDIUM,CLOSED,2026-07-01,2026-07-03
WORK-ORDER-3987,AIRCRAFT-500,Refuel aircraft to operational capacity,HIGH,CLOSED,2026-07-01,2026-07-03
WORK-ORDER-3988,AIRCRAFT-500,Inspect and repair landing gear assembly,HIGH,CLOSED,2026-07-01,2026-07-04
WORK-ORDER-3989,AIRCRAFT-500,Conduct security inspection and clearance,HIGH,CLOSED,2026-07-01,2026-07-05
WORK-ORDER-399,AIRCRAFT-39,Complete delayed maintenance procedures,LOW,CLOSED,2026-04-15,2026-04-19
WORK-ORDER-3990,AIRCRAFT-190,Refuel aircraft to operational capacity,HIGH,CLOSED,2026-07-01,2026-07-06
WORK-ORDER-3991,AIRCRAFT-190,Inspect and repair landing gear assembly,HIGH,CLOSED,2026-07-01,2026-07-02
WORK-ORDER-3992,AIRCRAFT-190,Complete delayed maintenance procedures,LOW,CLOSED,2026-07-01,2026-07-02
WORK-ORDER-3993,AIRCRAFT-240,Repair navigation system components,HIGH,CLOSED,2026-07-01,2026-07-05
WORK-ORDER-3994,AIRCRAFT-364,Perform weather-related damage inspection,MEDIUM,CLOSED,2026-07-01,2026-07-03
WORK-ORDER-3995,AIRCRAFT-364,Fix communication equipment and systems,MEDIUM,CLOSED,2026-07-01,2026-07-03
WORK-ORDER-3996,AIRCRAFT-364,Inspect and repair landing gear assembly,HIGH,CLOSED,2026-07-01,2026-07-06
WORK-ORDER-3997,AIRCRAFT-364,Perform scheduled maintenance tasks,MEDIUM,CLOSED,2026-07-01,2026-07-02
WORK-ORDER-3998,AIRCRAFT-364,Repair navigation system components,HIGH,CLOSED,2026-07-01,2026-07-03
WORK-ORDER-3999,AIRCRAFT-412,Repair navigation system components,HIGH,CLOSED,2026-02-13,2026-02-16
WORK-ORDER-4,AIRCRAFT-11,Perform engine inspection and maintenance,HIGH,CLOSED,2026-01-31,2026-02-02
WORK-ORDER-40,AIRCRAFT-349,Perform engine inspection and maintenance,HIGH,CLOSED,2026-02-04,2026-02-07
WORK-ORDER-400,AIRCRAFT-127,Conduct security inspection and clearance,HIGH,CLOSED,2026-04-15,2026-04-20
WORK-ORDER-4000,AIRCRAFT-25,Perform scheduled maintenance tasks,MEDIUM,CLOSED,2026-07-01,2026-07-06
WORK-ORDER-4001,AIRCRAFT-25,Inspect and repair landing gear assembly,HIGH,CLOSED,2026-07-01,2026-07-04
WORK-ORDER-4002,AIRCRAFT-25,Refuel aircraft to operational capacity,HIGH,CLOSED,2026-07-01,2026-07-04
WORK-ORDER-4003,AIRCRAFT-25,Perform engine inspection and maintenance,HIGH,CLOSED,2026-07-01,2026-07-05
WORK-ORDER-4004,AIRCRAFT-278,Perform weather-related damage inspection,MEDIUM,CLOSED,2026-07-02,2026-07-06
WORK-ORDER-4005,AIRCRAFT-278,Complete delayed maintenance procedures,LOW,CLOSED,2026-07-02,2026-07-05
WORK-ORDER-4006,AIRCRAFT-278,Refuel aircraft to operational capacity,HIGH,CLOSED,2026-07-02,2026-07-06
WORK-ORDER-4007,AIRCRAFT-334,Repair navigation system components,HIGH,CLOSED,2026-07-02,2026-07-05
WORK-ORDER-4008,AIRCRAFT-334,Service hydraulic systems and check for leaks,HIGH,CLOSED,2026-07-02,2026-07-04
WORK-ORDER-4009,AIRCRAFT-334,Conduct security inspection and clearance,HIGH,CLOSED,2026-07-02,2026-07-06
WORK-ORDER-401,AIRCRAFT-127,Refuel aircraft to operational capacity,HIGH,CLOSED,2026-04-15,2026-04-17
WORK-ORDER-4010,AIRCRAFT-334,Inspect and repair landing gear assembly,HIGH,CLOSED,2026-07-02,2026-07-05
WORK-ORDER-4011,AIRCRAFT-334,Perform scheduled maintenance tasks,MEDIUM,CLOSED,2026-07-02,2026-07-07
WORK-ORDER-4012,AIRCRAFT-414,Conduct security inspection and clearance,HIGH,CLOSED,2026-07-02,2026-07-07
WORK-ORDER-4013,AIRCRAFT-414,Perform engine inspection and maintenance,HIGH,CLOSED,2026-07-02,2026-07-06
WORK-ORDER-4014,AIRCRAFT-414,Complete delayed maintenance procedures,LOW,CLOSED,2026-07-02,2026-07-07
WORK-ORDER-4015,AIRCRAFT-414,Refuel aircraft to operational capacity,HIGH,CLOSED,2026-07-02,2026-07-03
WORK-ORDER-4016,AIRCRAFT-309,Perform weather-related damage inspection,MEDIUM,CLOSED,2026-07-02,2026-07-03
WORK-ORDER-4017,AIRCRAFT-311,Complete delayed maintenance procedures,LOW,CLOSED,2026-07-02,2026-07-07
WORK-ORDER-4018,AIRCRAFT-311,Inspect and repair landing gear assembly,HIGH,CLOSED,2026-07-02,2026-07-05
WORK-ORDER-4019,AIRCRAFT-311,Service hydraulic systems and check for leaks,HIGH,CLOSED,2026-07-02,2026-07-07
WORK-ORDER-402,AIRCRAFT-127,Perform scheduled maintenance tasks,MEDIUM,CLOSED,2026-04-15,2026-04-17
WORK-ORDER-4020,AIRCRAFT-361,Perform engine inspection and maintenance,HIGH,CLOSED,2026-02-13,2026-02-18
WORK-ORDER-4021,AIRCRAFT-361,Refuel aircraft to operational capacity,HIGH,CLOSED,2026-02-13,2026-02-18
WORK-ORDER-4022,AIRCRAFT-361,Repair navigation system components,HIGH,CLOSED,2026-02-13,2026-02-16
WORK-ORDER-4023,AIRCRAFT-361,Fix communication equipment and systems,MEDIUM,CLOSED,2026-02-13,2026-02-16
WORK-ORDER-4024,AIRCRAFT-479,Perform weather-related damage inspection,MEDIUM,CLOSED,2026-07-02,2026-07-03
WORK-ORDER-4025,AIRCRAFT-479,Refuel aircraft to operational capacity,HIGH,CLOSED,2026-07-02,2026-07-06
WORK-ORDER-4026,AIRCRAFT-479,Complete delayed maintenance procedures,LOW,CLOSED,2026-07-02,2026-07-03
WORK-ORDER-4027,AIRCRAFT-479,Service hydraulic systems and check for leaks,HIGH,CLOSED,2026-07-02,2026-07-05
WORK-ORDER-4028,AIRCRAFT-479,Inspect and repair landing gear assembly,HIGH,CLOSED,2026-07-02,2026-07-05
WORK-ORDER-4029,AIRCRAFT-488,Repair navigation system components,HIGH,CLOSED,2026-07-02,2026-07-05
WORK-ORDER-403,AIRCRAFT-127,Service hydraulic systems and check for leaks,HIGH,CLOSED,2026-04-15,2026-04-17
WORK-ORDER-4030,AIRCRAFT-449,Conduct security inspection and clearance,HIGH,CLOSED,2026-07-02,2026-07-05
WORK-ORDER-4031,AIRCRAFT-449,Fix communication equipment and systems,MEDIUM,CLOSED,2026-07-02,2026-07-05
