id,aircraft.id,description,priority,status,createdDate,dueDate
WORK-ORDER-1243,AIRCRAFT-355,Fix communication equipment and systems,MEDIUM,CLOSED,2026-05-01,2026-05-02
WORK-ORDER-12430,AIRCRAFT-319,Perform engine inspection and maintenance,HIGH,CLOSED,2027-01-09,2027-01-11
WORK-ORDER-12431,AIRCRAFT-319,Conduct security inspection and clearance,HIGH,CLOSED,2027-01-09,2027-01-12
WORK-ORDER-12432,AIRCRAFT-161,Perform engine inspection and maintenance,HIGH,CLOSED,2027-01-09,2027-01-10
WORK-ORDER-12433,AIRCRAFT-161,Complete delayed maintenance procedures,LOW,CLOSED,2027-01-09,2027-01-14
WORK-ORDER-12434,AIRCRAFT-161,Perform scheduled maintenance tasks,MEDIUM,CLOSED,2027-01-09,2027-01-14
WORK-ORDER-12435,AIRCRAFT-60,Perform weather-related damage inspection,MEDIUM,CLOSED,2027-01-09,2027-01-11
WORK-ORDER-12436,AIRCRAFT-418,Conduct security inspection and clearance,HIGH,CLOSED,2026-02-02,2026-02-07
WORK-ORDER-12437,AIRCRAFT-418,Complete delayed maintenance procedures,LOW,CLOSED,2026-02-02,2026-02-07
WORK-ORDER-12438,AIRCRAFT-96,Perform weather-related damage inspection,MEDIUM,CLOSED,2027-01-09,2027-01-14
WORK-ORDER-12439,AIRCRAFT-96,Service hydraulic systems and check for leaks,HIGH,CLOSED,2027-01-09,2027-01-12
WORK-ORDER-1244,AIRCRAFT-355,Refuel aircraft to operational capacity,HIGH,CLOSED,2026-05-01,2026-05-02
WORK-ORDER-12440,AIRCRAFT-96,Complete delayed maintenance procedures,LOW,CLOSED,2027-01-09,2027-01-13
WORK-ORDER-12441,AIRCRAFT-96,Refuel aircraft to operational capacity,HIGH,CLOSED,2027-01-09,2027-01-14
WORK-ORDER-12442,AIRCRAFT-96,Perform engine inspection and maintenance,HIGH,CLOSED,2027-01-09,2027-01-10
WORK-ORDER-12443,AIRCRAFT-244,Fix communication equipment and systems,MEDIUM,CLOSED,2027-01-10,2027-01-15
WORK-ORDER-12444,AIRCRAFT-244,Inspect and repair landing gear assembly,HIGH,CLOSED,2027-01-10,2027-01-11
WORK-ORDER-12445,AIRCRAFT-244,Repair navigation system components,HIGH,CLOSED,2027-01-10,2027-01-15
WORK-ORDER-12446,AIRCRAFT-349,Fix communication equipment and systems,MEDIUM,CLOSED,2027-01-10,2027-01-14
WORK-ORDER-12447,AIRCRAFT-349,Repair navigation system components,HIGH,CLOSED,2027-01-10,2027-01-13
WORK-ORDER-12448,AIRCRAFT-349,Perform scheduled maintenance tasks,MEDIUM,CLOSED,2027-01-10,2027-01-11
WORK-ORDER-12449,AIRCRAFT-349,Conduct security inspection and clearance,HIGH,CLOSED,2027-01-10,2027-01-11
WORK-ORDER-1245,AIRCRAFT-355,Inspect and repair landing gear assembly,HIGH,CLOSED,2026-05-01,2026-05-04
WORK-ORDER-12450,AIRCRAFT-134,Refuel aircraft to operational capacity,HIGH,CLOSED,2027-01-10,2027-01-13
WORK-ORDER-12451,AIRCRAFT-134,Service hydraulic systems and check for leaks,HIGH,CLOSED,2027-01-10,2027-01-14
WORK-ORDER-12452,AIRCRAFT-134,Fix communication equipment and systems,MEDIUM,CLOSED,2027-01-10,2027-01-13
WORK-ORDER-12453,AIRCRAFT-134,Inspect and repair landing gear assembly,HIGH,CLOSED,2027-01-10,2027-01-12
WORK-ORDER-12454,AIRCRAFT-134,Perform scheduled maintenance tasks,MEDIUM,CLOSED,2027-01-10,2027-01-13
WORK-ORDER-12455,AIRCRAFT-323,Perform weather-related damage inspection,MEDIUM,CLOSED,2027-01-10,2027-01-11
WORK-ORDER-12456,AIRCRAFT-323,Conduct security inspection and clearance,HIGH,CLOSED,2027-01-10,2027-01-12
WORK-ORDER-12457,AIRCRAFT-323,Perform engine inspection and maintenance,HIGH,CLOSED,2027-01-10,2027-01-12
WORK-ORDER-12458,AIRCRAFT-323,Perform scheduled maintenance tasks,MEDIUM,CLOSED,2027-01-10,2027-01-15
WORK-ORDER-12459,AIRCRAFT-323,Inspect and repair landing gear assembly,HIGH,CLOSED,2027-01-10,2027-01-13
WORK-ORDER-1246,AIRCRAFT-407,Perform weather-related damage inspection,MEDIUM,CLOSED,2026-05-01,2026-05-03
WORK-ORDER-12460,AIRCRAFT-427,Perform weather-related damage inspection,MEDIUM,CLOSED,2027-01-10,2027-01-11
WORK-ORDER-12461,AIRCRAFT-427,Refuel aircraft to operational capacity,HIGH,CLOSED,2027-01-10,2027-01-12
WORK-ORDER-12462,AIRCRAFT-195,Perform scheduled maintenance tasks,MEDIUM,CLOSED,2027-01-11,2027-01-15
WORK-ORDER-12463,AIRCRAFT-359,Perform engine inspection and maintenance,HIGH,CLOSED,2027-01-11,2027-01-12
WORK-ORDER-12464,AIRCRAFT-359,Inspect and repair landing gear assembly,HIGH,CLOSED,2027-01-11,2027-01-16
WORK-ORDER-12465,AIRCRAFT-359,Service hydraulic systems and check for leaks,HIGH,CLOSED,2027-01-11,2027-01-16
WORK-ORDER-12466,AIRCRAFT-359,Perform weather-related damage inspection,MEDIUM,CLOSED,2027-01-11,2027-01-12
WORK-ORDER-12467,AIRCRAFT-55,Perform weather-related damage inspection,MEDIUM,CLOSED,2027-01-11,2027-01-14
WORK-ORDER-12468,AIRCRAFT-406,Repair navigation system components,HIGH,CLOSED,2027-01-11,2027-01-12
WORK-ORDER-12469,AIRCRAFT-406,Fix communication equipment and systems,MEDIUM,CLOSED,2027-01-11,2027-01-15
WORK-ORDER-1247,AIRCRAFT-407,Conduct security inspection and clearance,HIGH,CLOSED,2026-05-01,2026-05-03
WORK-ORDER-12470,AIRCRAFT-406,Service hydraulic systems and check for leaks,HIGH,CLOSED,2027-01-11,2027-01-16
WORK-ORDER-12471,AIRCRAFT-406,Conduct security inspection and clearance,HIGH,CLOSED,2027-01-11,2027-01-16
WORK-ORDER-12472,AIRCRAFT-391,Refuel aircraft to operational capacity,HIGH,CLOSED,2026-03-08,2026-03-09
WORK-ORDER-12473,AIRCRAFT-329,Fix communication equipment and systems,MEDIUM,CLOSED,2027-01-11,2027-01-16
WORK-ORDER-12474,AIRCRAFT-329,Refuel aircraft to operational capacity,HIGH,CLOSED,2027-01-11,2027-01-15
WORK-ORDER-12475,AIRCRAFT-329,Perform scheduled maintenance tasks,MEDIUM,CLOSED,2027-01-11,2027-01-13
WORK-ORDER-12476,AIRCRAFT-329,Perform weather-related damage inspection,MEDIUM,CLOSED,2027-01-11,2027-01-14
WORK-ORDER-12477,AIRCRAFT-329,Inspect and repair landing gear assembly,HIGH,CLOSED,2027-01-11,2027-01-12
WORK-ORDER-12478,AIRCRAFT-184,Perform weather-related damage inspection,MEDIUM,CLOSED,2027-01-11,2027-01-12
WORK-ORDER-12479,AIRCRAFT-184,Refuel aircraft to operational capacity,HIGH,CLOSED,2027-01-11,2027-01-12
WORK-ORDER-1248,AIRCRAFT-407,Refuel aircraft to operational capacity,HIGH,CLOSED,2026-05-01,2026-05-06
WORK-ORDER-12480,AIRCRAFT-232,Perform engine inspection and maintenance,HIGH,CLOSED,2027-01-11,2027-01-15
WORK-ORDER-12481,AIRCRAFT-364,Service hydraulic systems and check for leaks,HIGH,CLOSED,2027-01-11,2027-01-16
WORK-ORDER-12482,AIRCRAFT-364,Perform weather-related damage inspection,MEDIUM,CLOSED,2027-01-11,2027-01-13
WORK-ORDER-12483,AIRCRAFT-364,Complete delayed maintenance procedures,LOW,CLOSED,2027-01-11,2027-01-14
WORK-ORDER-12484,AIRCRAFT-364,Refuel aircraft to operational capacity,HIGH,CLOSED,2027-01-11,2027-01-15
WORK-ORDER-12485,AIRCRAFT-40,Inspect and repair landing gear assembly,HIGH,CLOSED,2027-01-11,2027-01-15
WORK-ORDER-12486,AIRCRAFT-40,Fix communication equipment and systems,MEDIUM,CLOSED,2027-01-11,2027-01-14
WORK-ORDER-12487,AIRCRAFT-40,Repair navigation system components,HIGH,CLOSED,2027-01-11,2027-01-13
WORK-ORDER-12488,AIRCRAFT-40,Perform scheduled maintenance tasks,MEDIUM,CLOSED,2027-01-11,2027-01-12
WORK-ORDER-12489,AIRCRAFT-40,Service hydraulic systems and check for leaks,HIGH,CLOSED,2027-01-11,2027-01-12
WORK-ORDER-1249,AIRCRAFT-407,Inspect and repair landing gear assembly,HIGH,CLOSED,2026-05-01,2026-05-03
WORK-ORDER-12490,AIRCRAFT-240,Inspect and repair landing gear assembly,HIGH,CLOSED,2027-01-11,2027-01-12
WORK-ORDER-12491,AIRCRAFT-240,Fix communication equipment and systems,MEDIUM,CLOSED,2027-01-11,2027-01-13
WORK-ORDER-12492,AIRCRAFT-191,Repair navigation system components,HIGH,CLOSED,2027-01-11,2027-01-16
WORK-ORDER-12493,AIRCRAFT-191,Fix communication equipment and systems,MEDIUM,CLOSED,2027-01-11,2027-01-16
WORK-ORDER-12494,AIRCRAFT-191,Conduct security inspection and clearance,HIGH,CLOSED,2027-01-11,2027-01-15
WORK-ORDER-12495,AIRCRAFT-370,Perform scheduled maintenance tasks,MEDIUM,CLOSED,2027-01-11,2027-01-12
WORK-ORDER-12496,AIRCRAFT-370,Service hydraulic systems and check for leaks,HIGH,CLOSED,2027-01-11,2027-01-16
WORK-ORDER-12497,AIRCRAFT-370,Conduct security inspection and clearance,HIGH,CLOSED,2027-01-11,2027-01-15
WORK-ORDER-12498,AIRCRAFT-370,Inspect and repair landing gear assembly,HIGH,CLOSED,2027-01-11,2027-01-12
WORK-ORDER-12499,AIRCRAFT-69,Refuel aircraft to operational capacity,HIGH,CLOSED,2026-03-08,2026-03-12
WORK-ORDER-125,AIRCRAFT-132,Perform scheduled maintenance tasks,MEDIUM,CLOSED,2026-02-04,2026-02-08
WORK-ORDER-1250,AIRCRAFT-361,Refuel aircraft to operational capacity,HIGH,CLOSED,2026-05-01,2026-05-02
WORK-ORDER-12500,AIRCRAFT-69,Repair navigation system components,HIGH,CLOSED,2026-03-08,2026-03-12
WORK-ORDER-12501,AIRCRAFT-69,Complete delayed maintenance procedures,LOW,CLOSED,2026-03-08,2026-03-10
WORK-ORDER-12502,AIRCRAFT-343,Complete delayed maintenance procedures,LOW,CLOSED,2027-01-12,2027-01-16
WORK-ORDER-12503,AIRCRAFT-482,Perform engine inspection and maintenance,HIGH,CLOSED,2027-01-12,2027-01-16
WORK-ORDER-12504,AIRCRAFT-98,Perform scheduled maintenance tasks,MEDIUM,CLOSED,2027-01-12,2027-01-17
WORK-ORDER-12505,AIRCRAFT-98,Perform weather-related damage inspection,MEDIUM,CLOSED,2027-01-12,2027-01-14
WORK-ORDER-12506,AIRCRAFT-98,Conduct security inspection and clearance,HIGH,CLOSED,2027-01-12,2027-01-13
WORK-ORDER-12507,AIRCRAFT-98,Fix communication equipment and systems,MEDIUM,CLOSED,2027-01-12,2027-01-16
WORK-ORDER-12508,AIRCRAFT-98,Perform engine inspection and maintenance,HIGH,CLOSED,2027-01-12,2027-01-13
WORK-ORDER-12509,AIRCRAFT-211,Conduct security inspection and clearance,HIGH,CLOSED,2027-01-12,2027-01-17
WORK-ORDER-1251,AIRCRAFT-361,Perform engine inspection and maintenance,HIGH,CLOSED,2026-05-01,2026-05-06
WORK-ORDER-12510,AIRCRAFT-211,Refuel aircraft to operational capacity,HIGH,CLOSED,2027-01-12,2027-01-15
WORK-ORDER-12511,AIRCRAFT-211,Fix communication equipment and systems,MEDIUM,CLOSED,2027-01-12,2027-01-15
WORK-ORDER-12512,AIRCRAFT-324,Perform engine inspection and maintenance,HIGH,CLOSED,2027-01-12,2027-01-14
WORK-ORDER-12513,AIRCRAFT-324,Fix communication equipment and systems,MEDIUM,CLOSED,2027-01-12,2027-01-15
WORK-ORDER-12514,AIRCRAFT-324,Service hydraulic systems and check for leaks,HIGH,CLOSED,2027-01-12,2027-01-16
WORK-ORDER-12515,AIRCRAFT-324,Complete delayed maintenance procedures,LOW,CLOSED,2027-01-12,2027-01-13
WORK-ORDER-12516,AIRCRAFT-324,Perform weather-related damage inspection,MEDIUM,CLOSED,2027-01-12,2027-01-14
WORK-ORDER-12517,AIRCRAFT-427,Perform scheduled maintenance tasks,MEDIUM,CLOSED,2026-03-08,2026-03-10
WORK-ORDER-12518,AIRCRAFT-427,Service hydraulic systems and check for leaks,HIGH,CLOSED,2026-03-08,2026-03-09
WORK-ORDER-12519,AIRCRAFT-427,Inspect and repair landing gear assembly,HIGH,CLOSED,2026-03-08,2026-03-13
WORK-ORDER-1252,AIRCRAFT-361,Perform scheduled maintenance tasks,MEDIUM,CLOSED,2026-05-01,2026-05-03
WORK-ORDER-12520,AIRCRAFT-427,Refuel aircraft to operational capacity,HIGH,CLOSED,2026-03-08,2026-03-09
WORK-ORDER-12521,AIRCRAFT-427,Perform weather-related damage inspection,MEDIUM,CLOSED,2026-03-08,2026-03-10
WORK-ORDER-12522,AIRCRAFT-135,Perform engine inspection and maintenance,HIGH,CLOSED,2027-01-12,2027-01-16
WORK-ORDER-12523,AIRCRAFT-135,Inspect and repair landing gear assembly,HIGH,CLOSED,2027-01-12,2027-01-17
WORK-ORDER-12524,AIRCRAFT-135,Conduct security inspection and clearance,HIGH,CLOSED,2027-01-12,2027-01-17
WORK-ORDER-12525,AIRCRAFT-237,Refuel aircraft to operational capacity,HIGH,CLOSED,2027-01-12,2027-01-13
WORK-ORDER-12526,AIRCRAFT-237,Perform scheduled maintenance tasks,MEDIUM,CLOSED,2027-01-12,2027-01-13
WORK-ORDER-12527,AIRCRAFT-328,Complete delayed maintenance procedures,LOW,CLOSED,2027-01-12,2027-01-14
WORK-ORDER-12528,AIRCRAFT-328,Fix communication equipment and systems,MEDIUM,CLOSED,2027-01-12,2027-01-13
WORK-ORDER-12529,AIRCRAFT-328,Refuel aircraft to operational capacity,HIGH,CLOSED,2027-01-12,2027-01-13
WORK-ORDER-1253,AIRCRAFT-361,Inspect and repair landing gear assembly,HIGH,CLOSED,2026-05-01,2026-05-06
WORK-ORDER-12530,AIRCRAFT-328,Perform engine inspection and maintenance,HIGH,CLOSED,2027-01-12,2027-01-13
WORK-ORDER-12531,AIRCRAFT-328,Service hydraulic systems and check for leaks,HIGH,CLOSED,2027-01-12,2027-01-14
WORK-ORDER-12532,AIRCRAFT-52,Conduct security inspection and clearance,HIGH,CLOSED,2027-01-12,2027-01-16
WORK-ORDER-12533,AIRCRAFT-52,Service hydraulic systems and check for leaks,HIGH,CLOSED,2027-01-12,2027-01-14
WORK-ORDER-12534,AIRCRAFT-52,Fix communication equipment and systems,MEDIUM,CLOSED,2027-01-12,2027-01-15
WORK-ORDER-12535,AIRCRAFT-52,Perform scheduled maintenance tasks,MEDIUM,CLOSED,2027-01-12,2027-01-13
WORK-ORDER-12536,AIRCRAFT-52,Complete delayed maintenance procedures,LOW,CLOSED,2027-01-12,2027-01-15
WORK-ORDER-12537,AIRCRAFT-273,Complete delayed maintenance procedures,LOW,CLOSED,2027-01-12,2027-01-15
WORK-ORDER-12538,AIRCRAFT-273,Service hydraulic systems and check for leaks,HIGH,CLOSED,2027-01-12,2027-01-17
WORK-ORDER-12539,AIRCRAFT-273,Perform engine inspection and maintenance,HIGH,CLOSED,2027-01-12,2027-01-14
WORK-ORDER-1254,AIRCRAFT-361,Conduct security inspection and clearance,HIGH,CLOSED,2026-05-01,2026-05-03
WORK-ORDER-12540,AIRCRAFT-273,Repair navigation system components,HIGH,CLOSED,2027-01-12,2027-01-15
WORK-ORDER-12541,AIRCRAFT-273,Refuel aircraft to operational capacity,HIGH,CLOSED,2027-01-12,2027-01-14
WORK-ORDER-12542,AIRCRAFT-209,Perform engine inspection and maintenance,HIGH,CLOSED,2027-01-12,2027-01-17
WORK-ORDER-12543,AIRCRAFT-209,Inspect and repair landing gear assembly,HIGH,CLOSED,2027-01-12,2027-01-16
WORK-ORDER-12544,AIRCRAFT-105,Inspect and repair landing gear assembly,HIGH,CLOSED,2027-01-12,2027-01-16
WORK-ORDER-12545,AIRCRAFT-105,Perform scheduled maintenance tasks,MEDIUM,CLOSED,2027-01-12,2027-01-13
WORK-ORDER-12546,AIRCRAFT-105,Complete delayed maintenance procedures,LOW,CLOSED,2027-01-12,2027-01-13
WORK-ORDER-12547,AIRCRAFT-219,Perform engine inspection and maintenance,HIGH,CLOSED,2027-01-13,2027-01-14
WORK-ORDER-12548,AIRCRAFT-219,Complete delayed maintenance procedures,LOW,CLOSED,2027-01-13,2027-01-16
WORK-ORDER-12549,AIRCRAFT-219,Repair navigation system components,HIGH,CLOSED,2027-01-13,2027-01-18
WORK-ORDER-1255,AIRCRAFT-455,Service hydraulic systems and check for leaks,HIGH,CLOSED,2026-05-01,2026-05-03
WORK-ORDER-12550,AIRCRAFT-317,Perform weather-related damage inspection,MEDIUM,CLOSED,2027-01-13,2027-01-15
WORK-ORDER-12551,AIRCRAFT-110,Repair navigation system components,HIGH,CLOSED,2026-03-08,2026-03-12
WORK-ORDER-12552,AIRCRAFT-110,Inspect and repair landing gear assembly,HIGH,CLOSED,2026-03-08,2026-03-11
WORK-ORDER-12553,AIRCRAFT-465,Service hydraulic systems and check for leaks,HIGH,CLOSED,2027-01-13,2027-01-15
WORK-ORDER-12554,AIRCRAFT-465,Perform scheduled maintenance tasks,MEDIUM,CLOSED,2027-01-13,2027-01-17
WORK-ORDER-12555,AIRCRAFT-465,Repair navigation system components,HIGH,CLOSED,2027-01-13,2027-01-16
WORK-ORDER-12556,AIRCRAFT-116,Complete delayed maintenance procedures,LOW,CLOSED,2027-01-13,2027-01-16
WORK-ORDER-12557,AIRCRAFT-116,Conduct security inspection and clearance,HIGH,CLOSED,2027-01-13,2027-01-18
WORK-ORDER-12558,AIRCRAFT-116,Fix communication equipment and systems,MEDIUM,CLOSED,2027-01-13,2027-01-16
WORK-ORDER-12559,AIRCRAFT-116,Refuel aircraft to operational capacity,HIGH,CLOSED,2027-01-13,2027-01-15
WORK-ORDER-1256,AIRCRAFT-455,Fix communication equipment and systems,MEDIUM,CLOSED,2026-05-01,2026-05-04
WORK-ORDER-12560,AIRCRAFT-194,Perform scheduled maintenance tasks,MEDIUM,CLOSED,2027-01-13,2027-01-18
WORK-ORDER-12561,AIRCRAFT-100,Perform scheduled maintenance tasks,MEDIUM,CLOSED,2027-01-13,2027-01-16
WORK-ORDER-12562,AIRCRAFT-100,Fix communication equipment and systems,MEDIUM,CLOSED,2027-01-13,2027-01-16
WORK-ORDER-12563,AIRCRAFT-100,Refuel aircraft to operational capacity,HIGH,CLOSED,2027-01-13,2027-01-18
WORK-ORDER-12564,AIRCRAFT-100,Perform engine inspection and maintenance,HIGH,CLOSED,2027-01-13,2027-01-18
WORK-ORDER-12565,AIRCRAFT-100,Inspect and repair landing gear assembly,HIGH,CLOSED,2027-01-13,2027-01-14
WORK-ORDER-12566,AIRCRAFT-498,Inspect and repair landing gear assembly,HIGH,CLOSED,2027-01-13,2027-01-14
WORK-ORDER-12567,AIRCRAFT-498,Refuel aircraft to operational capacity,HIGH,CLOSED,2027-01-13,2027-01-16
WORK-ORDER-12568,AIRCRAFT-498,Complete delayed maintenance procedures,LOW,CLOSED,2027-01-13,2027-01-17
WORK-ORDER-12569,AIRCRAFT-498,Conduct security inspection and clearance,HIGH,CLOSED,2027-01-13,2027-01-18
WORK-ORDER-1257,AIRCRAFT-455,Perform weather-related damage inspection,MEDIUM,CLOSED,2026-05-01,2026-05-03
WORK-ORDER-12570,AIRCRAFT-366,Fix communication equipment and systems,MEDIUM,CLOSED,2027-01-13,2027-01-17
WORK-ORDER-12571,AIRCRAFT-157,Repair navigation system components,HIGH,CLOSED,2027-01-13,2027-01-16
WORK-ORDER-12572,AIRCRAFT-157,Refuel aircraft to operational capacity,HIGH,CLOSED,2027-01-13,2027-01-14
WORK-ORDER-12573,AIRCRAFT-157,Fix communication equipment and systems,MEDIUM,CLOSED,2027-01-13,2027-01-15
WORK-ORDER-12574,AIRCRAFT-369,Repair navigation system components,HIGH,CLOSED,2027-01-14,2027-01-16
WORK-ORDER-12575,AIRCRAFT-369,Service hydraulic systems and check for leaks,HIGH,CLOSED,2027-01-14,2027-01-19
WORK-ORDER-12576,AIRCRAFT-125,Refuel aircraft to operational capacity,HIGH,CLOSED,2026-03-08,2026-03-10
WORK-ORDER-12577,AIRCRAFT-125,Fix communication equipment and systems,MEDIUM,CLOSED,2026-03-08,2026-03-11
WORK-ORDER-12578,AIRCRAFT-125,Repair navigation system components,HIGH,CLOSED,2026-03-08,2026-03-13
WORK-ORDER-12579,AIRCRAFT-125,Perform engine inspection and maintenance,HIGH,CLOSED,2026-03-08,2026-03-10
WORK-ORDER-1258,AIRCRAFT-420,Repair navigation system components,HIGH,CLOSED,2026-05-01,2026-05-06
WORK-ORDER-12580,AIRCRAFT-125,Service hydraulic systems and check for leaks,HIGH,CLOSED,2026-03-08,2026-03-09
WORK-ORDER-12581,AIRCRAFT-34,Service hydraulic systems and check for leaks,HIGH,CLOSED,2027-01-14,2027-01-17
WORK-ORDER-12582,AIRCRAFT-23,Refuel aircraft to operational capacity,HIGH,CLOSED,2027-01-14,2027-01-16
WORK-ORDER-12583,AIRCRAFT-23,Perform scheduled maintenance tasks,MEDIUM,CLOSED,2027-01-14,2027-01-15
WORK-ORDER-12584,AIRCRAFT-23,Complete delayed maintenance procedures,LOW,CLOSED,2027-01-14,2027-01-16
WORK-ORDER-12585,AIRCRAFT-50,Repair navigation system components,HIGH,CLOSED,2027-01-14,2027-01-18
WORK-ORDER-12586,AIRCRAFT-50,Perform engine inspection and maintenance,HIGH,CLOSED,2027-01-14,2027-01-18
WORK-ORDER-12587,AIRCRAFT-50,Fix communication equipment and systems,MEDIUM,CLOSED,2027-01-14,2027-01-15
WORK-ORDER-12588,AIRCRAFT-474,Refuel aircraft to operational capacity,HIGH,CLOSED,2027-01-14,2027-01-15
WORK-ORDER-12589,AIRCRAFT-474,Repair navigation system components,HIGH,CLOSED,2027-01-14,2027-01-18
WORK-ORDER-1259,AIRCRAFT-420,Refuel aircraft to operational capacity,HIGH,CLOSED,2026-05-01,2026-05-02
WORK-ORDER-12590,AIRCRAFT-474,Perform engine inspection and maintenance,HIGH,CLOSED,2027-01-14,2027-01-15
WORK-ORDER-12591,AIRCRAFT-474,Fix communication equipment and systems,MEDIUM,CLOSED,2027-01-14,2027-01-17
WORK-ORDER-12592,AIRCRAFT-474,Perform scheduled maintenance tasks,MEDIUM,CLOSED,2027-01-14,2027-01-17
WORK-ORDER-12593,AIRCRAFT-265,Perform weather-related damage inspection,MEDIUM,CLOSED,2027-01-14,2027-01-19
WORK-ORDER-12594,AIRCRAFT-6,Conduct security inspection and clearance,HIGH,CLOSED,2027-01-14,2027-01-18
WORK-ORDER-12595,AIRCRAFT-48,Complete delayed maintenance procedures,LOW,CLOSED,2027-01-14,2027-01-17
WORK-ORDER-12596,AIRCRAFT-48,Service hydraulic systems and check for leaks,HIGH,CLOSED,2027-01-14,2027-01-15
WORK-ORDER-12597,AIRCRAFT-48,Fix communication equipment and systems,MEDIUM,CLOSED,2027-01-14,2027-01-15
WORK-ORDER-12598,AIRCRAFT-48,Repair navigation system components,HIGH,CLOSED,2027-01-14,2027-01-17
WORK-ORDER-12599,AIRCRAFT-48,Inspect and repair landing gear assembly,HIGH,CLOSED,2027-01-14,2027-01-19
WORK-ORDER-126,AIRCRAFT-132,Complete delayed maintenance procedures,LOW,CLOSED,2026-02-04,2026-02-09
WORK-ORDER-1260,AIRCRAFT-463,Conduct security inspection and clearance,HIGH,CLOSED,2026-05-01,2026-05-04
WORK-ORDER-12600,AIRCRAFT-64,Perform weather-related damage inspection,MEDIUM,CLOSED,2027-01-14,2027-01-18
WORK-ORDER-12601,AIRCRAFT-64,Complete delayed maintenance procedures,LOW,CLOSED,2027-01-14,2027-01-18
WORK-ORDER-12602,AIRCRAFT-64,Service hydraulic systems and check for leaks,HIGH,CLOSED,2027-01-14,2027-01-15
WORK-ORDER-12603,AIRCRAFT-64,Refuel aircraft to operational capacity,HIGH,CLOSED,2027-01-14,2027-01-18
WORK-ORDER-12604,AIRCRAFT-292,Complete delayed maintenance procedures,LOW,CLOSED,2027-01-14,2027-01-18
WORK-ORDER-12605,AIRCRAFT-432,Fix communication equipment and systems,MEDIUM,CLOSED,2026-03-08,2026-03-12
WORK-ORDER-12606,AIRCRAFT-131,Repair navigation system components,HIGH,CLOSED,2027-01-14,2027-01-15
WORK-ORDER-12607,AIRCRAFT-131,Perform scheduled maintenance tasks,MEDIUM,CLOSED,2027-01-14,2027-01-16
WORK-ORDER-12608,AIRCRAFT-131,Complete delayed maintenance procedures,LOW,CLOSED,2027-01-14,2027-01-16
WORK-ORDER-12609,AIRCRAFT-131,Conduct security inspection and clearance,HIGH,CLOSED,2027-01-14,2027-01-18
WORK-ORDER-1261,AIRCRAFT-463,Inspect and repair landing gear assembly,HIGH,CLOSED,2026-05-01,2026-05-03
WORK-ORDER-12610,AIRCRAFT-131,Inspect and repair landing gear assembly,HIGH,CLOSED,2027-01-14,2027-01-16
WORK-ORDER-12611,AIRCRAFT-437,Fix communication equipment and systems,MEDIUM,CLOSED,2027-01-14,2027-01-18
WORK-ORDER-12612,AIRCRAFT-437,Service hydraulic systems and check for leaks,HIGH,CLOSED,2027-01-14,2027-01-19
WORK-ORDER-12613,AIRCRAFT-437,Repair navigation system components,HIGH,CLOSED,2027-01-14,2027-01-15
WORK-ORDER-12614,AIRCRAFT-437,Refuel aircraft to operational capacity,HIGH,CLOSED,2027-01-14,2027-01-17
WORK-ORDER-12615,AIRCRAFT-437,Perform engine inspection and maintenance,HIGH,CLOSED,2027-01-14,2027-01-15
WORK-ORDER-12616,AIRCRAFT-208,Perform engine inspection and maintenance,HIGH,CLOSED,2027-01-14,2027-01-19
WORK-ORDER-12617,AIRCRAFT-208,Conduct security inspection and clearance,HIGH,CLOSED,2027-01-14,2027-01-17
WORK-ORDER-12618,AIRCRAFT-163,Perform engine inspection and maintenance,HIGH,CLOSED,2027-01-14,2027-01-15
WORK-ORDER-12619,AIRCRAFT-163,Inspect and repair landing gear assembly,HIGH,CLOSED,2027-01-14,2027-01-19
WORK-ORDER-1262,AIRCRAFT-463,Perform scheduled maintenance tasks,MEDIUM,CLOSED,2026-05-01,2026-05-03
WORK-ORDER-12620,AIRCRAFT-163,Perform scheduled maintenance tasks,MEDIUM,CLOSED,2027-01-14,2027-01-17
WORK-ORDER-12621,AIRCRAFT-227,Complete delayed maintenance procedures,LOW,CLOSED,2027-01-14,2027-01-17
WORK-ORDER-12622,AIRCRAFT-262,Inspect and repair landing gear assembly,HIGH,CLOSED,2027-01-14,2027-01-19
WORK-ORDER-12623,AIRCRAFT-304,Perform engine inspection and maintenance,HIGH,CLOSED,2026-03-08,2026-03-10
WORK-ORDER-12624,AIRCRAFT-304,Service hydraulic systems and check for leaks,HIGH,CLOSED,2026-03-08,2026-03-09
WORK-ORDER-12625,AIRCRAFT-304,Conduct security inspection and clearance,HIGH,CLOSED,2026-03-08,2026-03-11
WORK-ORDER-12626,AIRCRAFT-148,Conduct security inspection and clearance,HIGH,CLOSED,2027-01-14,2027-01-19
WORK-ORDER-12627,AIRCRAFT-148,Complete delayed maintenance procedures,LOW,CLOSED,2027-01-14,2027-01-18
WORK-ORDER-12628,AIRCRAFT-148,Refuel aircraft to operational capacity,HIGH,CLOSED,2027-01-14,2027-01-18
WORK-ORDER-12629,AIRCRAFT-297,Complete delayed maintenance procedures,LOW,CLOSED,2027-01-14,2027-01-15
WORK-ORDER-1263,AIRCRAFT-336,Conduct security inspection and clearance,HIGH,CLOSED,2026-05-01,2026-05-06
WORK-ORDER-12630,AIRCRAFT-363,Perform engine inspection and maintenance,HIGH,CLOSED,2027-01-14,2027-01-15
