id,aircraft.id,description,startDate,endDate,status,origin.id,destination.id
OPERATION-3466,AIRCRAFT-412,Training,2026-09-03,2026-09-05,In Progress,BASE-9,BASE-5
OPERATION-3467,AIRCRAFT-436,Training,2026-09-03,2026-09-05,Planned,BASE-5,BASE-5
OPERATION-3468,AIRCRAFT-392,Training,2026-09-03,2026-09-11,In Progress,BASE-7,BASE-1
OPERATION-3469,AIRCRAFT-76,Training,2026-09-03,2026-09-09,Completed,BASE-2,BASE-8
OPERATION-347,AIRCRAFT-198,Mission,2026-02-22,2026-03-01,Planned,BASE-5,BASE-7
OPERATION-3470,AIRCRAFT-463,Test,2026-09-03,2026-09-09,Completed,BASE-2,BASE-1
OPERATION-3471,AIRCRAFT-298,Test,2026-09-03,2026-09-13,Completed,BASE-2,BASE-3
OPERATION-3472,AIRCRAFT-58,Test,2026-09-03,2026-09-17,Completed,BASE-5,BASE-9
OPERATION-3473,AIRCRAFT-441,Test,2026-09-03,2026-09-15,Completed,BASE-9,BASE-3
OPERATION-3474,AIRCRAFT-35,Training,2026-09-03,2026-09-04,In Progress,BASE-10,BASE-3
OPERATION-3475,AIRCRAFT-174,Training,2026-09-03,2026-09-18,In Progress,BASE-3,BASE-5
OPERATION-3476,AIRCRAFT-293,Mission,2026-09-03,2026-09-15,Planned,BASE-10,BASE-9
OPERATION-3477,AIRCRAFT-308,Mission,2026-09-03,2026-09-15,In Progress,BASE-3,BASE-4
OPERATION-3478,AIRCRAFT-474,Mission,2026-09-03,2026-09-10,Completed,BASE-4,BASE-4
OPERATION-3479,AIRCRAFT-228,Mission,2026-09-03,2026-09-06,Completed,BASE-9,BASE-8
OPERATION-348,AIRCRAFT-280,Mission,2026-02-22,2026-03-07,In Progress,BASE-10,BASE-6
OPERATION-3480,AIRCRAFT-418,Mission,2026-09-03,2026-09-03,Completed,BASE-4,BASE-3
OPERATION-3481,AIRCRAFT-278,Mission,2026-09-03,2026-09-04,Planned,BASE-2,BASE-1
OPERATION-3482,AIRCRAFT-108,Mission,2026-09-03,2026-09-06,Planned,BASE-3,BASE-1
OPERATION-3483,AIRCRAFT-146,Test,2026-09-03,2026-09-03,Completed,BASE-7,BASE-8
OPERATION-3484,AIRCRAFT-415,Mission,2026-09-03,2026-09-16,Planned,BASE-1,BASE-9
OPERATION-3485,AIRCRAFT-422,Mission,2026-09-03,2026-09-18,Planned,BASE-9,BASE-2
OPERATION-3486,AIRCRAFT-264,Training,2026-09-03,2026-09-12,In Progress,BASE-2,BASE-5
OPERATION-3487,AIRCRAFT-303,Test,2026-09-03,2026-09-04,In Progress,BASE-6,BASE-4
OPERATION-3488,AIRCRAFT-86,Mission,2026-09-03,2026-09-05,In Progress,BASE-5,BASE-7
OPERATION-3489,AIRCRAFT-27,Training,2026-09-03,2026-09-07,In Progress,BASE-7,BASE-10
OPERATION-349,AIRCRAFT-213,Training,2026-02-22,2026-02-28,Completed,BASE-8,BASE-8
OPERATION-3490,AIRCRAFT-173,Mission,2026-09-03,2026-09-13,Planned,BASE-4,BASE-1
OPERATION-3491,AIRCRAFT-451,Mission,2026-09-03,2026-09-17,Planned,BASE-6,BASE-5
OPERATION-3492,AIRCRAFT-426,Training,2026-09-03,2026-09-13,Planned,BASE-6,BASE-1
OPERATION-3493,AIRCRAFT-486,Training,2026-09-03,2026-09-04,Completed,BASE-7,BASE-7
OPERATION-3494,AIRCRAFT-159,Mission,2026-09-04,2026-09-06,Completed,BASE-7,BASE-6
OPERATION-3495,AIRCRAFT-169,Test,2026-09-04,2026-09-13,Planned,BASE-4,BASE-5
OPERATION-3496,AIRCRAFT-498,Test,2026-09-04,2026-09-04,In Progress,BASE-2,BASE-7
OPERATION-3497,AIRCRAFT-68,Mission,2026-09-04,2026-09-12,Completed,BASE-10,BASE-1
OPERATION-3498,AIRCRAFT-276,Training,2026-09-04,2026-09-15,In Progress,BASE-9,BASE-4
OPERATION-3499,AIRCRAFT-231,Training,2026-09-04,2026-09-13,Completed,BASE-10,BASE-10
OPERATION-35,AIRCRAFT-158,Mission,2026-02-01,2026-02-15,Planned,BASE-2,BASE-6
OPERATION-350,AIRCRAFT-454,Mission,2026-02-22,2026-03-03,Planned,BASE-7,BASE-9
OPERATION-3500,AIRCRAFT-249,Training,2026-09-04,2026-09-16,Completed,BASE-8,BASE-1
OPERATION-3501,AIRCRAFT-491,Test,2026-09-04,2026-09-11,Completed,BASE-9,BASE-10
OPERATION-3502,AIRCRAFT-74,Test,2026-09-04,2026-09-07,Completed,BASE-8,BASE-10
OPERATION-3503,AIRCRAFT-118,Training,2026-09-05,2026-09-16,Completed,BASE-7,BASE-3
OPERATION-3504,AIRCRAFT-466,Mission,2026-09-05,2026-09-16,Completed,BASE-8,BASE-7
OPERATION-3505,AIRCRAFT-291,Mission,2026-09-05,2026-09-05,Planned,BASE-2,BASE-3
OPERATION-3506,AIRCRAFT-468,Test,2026-09-06,2026-09-17,Completed,BASE-10,BASE-9
OPERATION-3507,AIRCRAFT-402,Mission,2026-09-06,2026-09-11,In Progress,BASE-2,BASE-9
OPERATION-3508,AIRCRAFT-395,Mission,2026-09-06,2026-09-06,Planned,BASE-8,BASE-6
OPERATION-3509,AIRCRAFT-70,Training,2026-09-06,2026-09-16,Planned,BASE-8,BASE-8
OPERATION-351,AIRCRAFT-277,Mission,2026-02-22,2026-03-08,Completed,BASE-6,BASE-1
OPERATION-3510,AIRCRAFT-332,Test,2026-09-06,2026-09-20,Planned,BASE-3,BASE-8
OPERATION-3511,AIRCRAFT-408,Test,2026-09-06,2026-09-15,Planned,BASE-2,BASE-2
OPERATION-3512,AIRCRAFT-324,Mission,2026-09-06,2026-09-10,Completed,BASE-10,BASE-7
OPERATION-3513,AIRCRAFT-459,Training,2026-09-06,2026-09-10,Planned,BASE-3,BASE-3
OPERATION-3514,AIRCRAFT-370,Test,2026-09-06,2026-09-21,Completed,BASE-2,BASE-8
OPERATION-3515,AIRCRAFT-312,Test,2026-09-06,2026-09-07,Completed,BASE-6,BASE-5
OPERATION-3516,AIRCRAFT-181,Test,2026-09-06,2026-09-10,In Progress,BASE-5,BASE-6
OPERATION-3517,AIRCRAFT-131,Training,2026-09-06,2026-09-21,In Progress,BASE-9,BASE-3
OPERATION-3518,AIRCRAFT-220,Mission,2026-09-06,2026-09-06,In Progress,BASE-8,BASE-1
OPERATION-3519,AIRCRAFT-134,Mission,2026-09-06,2026-09-06,Completed,BASE-7,BASE-4
OPERATION-352,AIRCRAFT-303,Training,2026-02-22,2026-02-23,Completed,BASE-8,BASE-5
OPERATION-3520,AIRCRAFT-41,Training,2026-09-07,2026-09-17,Planned,BASE-8,BASE-3
OPERATION-3521,AIRCRAFT-202,Training,2026-09-07,2026-09-13,In Progress,BASE-3,BASE-9
OPERATION-3522,AIRCRAFT-96,Test,2026-09-07,2026-09-12,In Progress,BASE-5,BASE-1
OPERATION-3523,AIRCRAFT-166,Training,2026-09-07,2026-09-08,Completed,BASE-9,BASE-3
OPERATION-3524,AIRCRAFT-3,Test,2026-09-07,2026-09-12,In Progress,BASE-4,BASE-2
OPERATION-3525,AIRCRAFT-423,Mission,2026-09-07,2026-09-11,In Progress,BASE-9,BASE-6
OPERATION-3526,AIRCRAFT-487,Mission,2026-09-07,2026-09-07,Planned,BASE-6,BASE-9
OPERATION-3527,AIRCRAFT-168,Mission,2026-09-07,2026-09-08,Completed,BASE-6,BASE-1
OPERATION-3528,AIRCRAFT-477,Mission,2026-09-07,2026-09-12,Completed,BASE-2,BASE-6
OPERATION-3529,AIRCRAFT-434,Mission,2026-09-07,2026-09-12,Completed,BASE-1,BASE-6
OPERATION-353,AIRCRAFT-171,Training,2026-02-23,2026-02-23,Planned,BASE-5,BASE-6
OPERATION-3530,AIRCRAFT-450,Mission,2026-09-07,2026-09-14,Completed,BASE-3,BASE-4
OPERATION-3531,AIRCRAFT-12,Training,2026-09-07,2026-09-08,Planned,BASE-7,BASE-10
OPERATION-3532,AIRCRAFT-109,Mission,2026-09-07,2026-09-17,In Progress,BASE-5,BASE-2
OPERATION-3533,AIRCRAFT-36,Test,2026-09-07,2026-09-16,In Progress,BASE-4,BASE-3
OPERATION-3534,AIRCRAFT-428,Test,2026-09-07,2026-09-21,Completed,BASE-10,BASE-4
OPERATION-3535,AIRCRAFT-372,Mission,2026-09-07,2026-09-20,Completed,BASE-5,BASE-5
OPERATION-3536,AIRCRAFT-192,Training,2026-09-07,2026-09-22,Completed,BASE-2,BASE-10
OPERATION-3537,AIRCRAFT-5,Mission,2026-09-07,2026-09-11,In Progress,BASE-9,BASE-2
OPERATION-3538,AIRCRAFT-152,Mission,2026-09-07,2026-09-13,In Progress,BASE-6,BASE-1
OPERATION-3539,AIRCRAFT-386,Test,2026-09-07,2026-09-11,Completed,BASE-10,BASE-7
OPERATION-354,AIRCRAFT-350,Mission,2026-02-23,2026-03-07,In Progress,BASE-1,BASE-10
OPERATION-3540,AIRCRAFT-246,Mission,2026-09-07,2026-09-14,In Progress,BASE-5,BASE-4
OPERATION-3541,AIRCRAFT-473,Training,2026-09-07,2026-09-18,Completed,BASE-4,BASE-6
OPERATION-3542,AIRCRAFT-45,Test,2026-09-07,2026-09-11,Planned,BASE-7,BASE-5
OPERATION-3543,AIRCRAFT-126,Test,2026-09-07,2026-09-20,In Progress,BASE-8,BASE-4
OPERATION-3544,AIRCRAFT-301,Training,2026-09-07,2026-09-14,Completed,BASE-9,BASE-4
OPERATION-3545,AIRCRAFT-243,Training,2026-09-07,2026-09-16,Planned,BASE-7,BASE-5
OPERATION-3546,AIRCRAFT-216,Test,2026-09-07,2026-09-19,Planned,BASE-6,BASE-6
OPERATION-3547,AIRCRAFT-49,Training,2026-09-07,2026-09-08,In Progress,BASE-1,BASE-7
OPERATION-3548,AIRCRAFT-493,Test,2026-09-07,2026-09-18,In Progress,BASE-6,BASE-2
OPERATION-3549,AIRCRAFT-431,Mission,2026-09-07,2026-09-18,Planned,BASE-10,BASE-3
OPERATION-355,AIRCRAFT-349,Test,2026-02-23,2026-03-01,In Progress,BASE-2,BASE-7
OPERATION-3550,AIRCRAFT-122,Test,2026-09-08,2026-09-08,In Progress,BASE-6,BASE-2
OPERATION-3551,AIRCRAFT-67,Test,2026-09-08,2026-09-09,Completed,BASE-5,BASE-1
OPERATION-3552,AIRCRAFT-28,Mission,2026-09-08,2026-09-11,Planned,BASE-2,BASE-8
OPERATION-3553,AIRCRAFT-176,Test,2026-09-08,2026-09-20,Completed,BASE-1,BASE-3
OPERATION-3554,AIRCRAFT-336,Test,2026-09-08,2026-09-18,In Progress,BASE-7,BASE-1
OPERATION-3555,AIRCRAFT-237,Test,2026-09-08,2026-09-13,Planned,BASE-7,BASE-10
OPERATION-3556,AIRCRAFT-283,Training,2026-09-08,2026-09-19,In Progress,BASE-2,BASE-3
OPERATION-3557,AIRCRAFT-165,Test,2026-09-08,2026-09-08,Planned,BASE-3,BASE-8
OPERATION-3558,AIRCRAFT-396,Mission,2026-09-08,2026-09-18,Planned,BASE-3,BASE-7
OPERATION-3559,AIRCRAFT-163,Training,2026-09-08,2026-09-09,Planned,BASE-6,BASE-4
OPERATION-356,AIRCRAFT-487,Training,2026-02-23,2026-03-09,Completed,BASE-10,BASE-2
OPERATION-3560,AIRCRAFT-390,Test,2026-09-08,2026-09-13,Completed,BASE-10,BASE-5
OPERATION-3561,AIRCRAFT-381,Mission,2026-09-08,2026-09-22,In Progress,BASE-5,BASE-1
OPERATION-3562,AIRCRAFT-187,Training,2026-09-08,2026-09-23,Completed,BASE-4,BASE-3
OPERATION-3563,AIRCRAFT-135,Training,2026-09-08,2026-09-22,Completed,BASE-10,BASE-6
OPERATION-3564,AIRCRAFT-29,Test,2026-09-08,2026-09-08,Planned,BASE-1,BASE-1
OPERATION-3565,AIRCRAFT-340,Test,2026-09-08,2026-09-20,Completed,BASE-4,BASE-5
OPERATION-3566,AIRCRAFT-269,Test,2026-09-08,2026-09-08,Completed,BASE-2,BASE-1
OPERATION-3567,AIRCRAFT-400,Mission,2026-09-08,2026-09-16,Planned,BASE-4,BASE-7
OPERATION-3568,AIRCRAFT-314,Test,2026-09-08,2026-09-09,Completed,BASE-5,BASE-2
OPERATION-3569,AIRCRAFT-331,Training,2026-09-08,2026-09-10,Completed,BASE-10,BASE-2
OPERATION-357,AIRCRAFT-164,Training,2026-02-23,2026-02-27,In Progress,BASE-6,BASE-9
OPERATION-3570,AIRCRAFT-389,Training,2026-09-08,2026-09-15,Completed,BASE-10,BASE-3
OPERATION-3571,AIRCRAFT-245,Mission,2026-09-08,2026-09-19,In Progress,BASE-10,BASE-6
OPERATION-3572,AIRCRAFT-113,Training,2026-09-08,2026-09-12,In Progress,BASE-2,BASE-1
OPERATION-3573,AIRCRAFT-272,Training,2026-09-08,2026-09-09,Completed,BASE-10,BASE-1
OPERATION-3574,AIRCRAFT-267,Test,2026-09-09,2026-09-09,In Progress,BASE-9,BASE-1
OPERATION-3575,AIRCRAFT-339,Training,2026-09-09,2026-09-11,Completed,BASE-8,BASE-8
OPERATION-3576,AIRCRAFT-114,Test,2026-09-09,2026-09-17,Planned,BASE-8,BASE-9
OPERATION-3577,AIRCRAFT-411,Test,2026-09-09,2026-09-17,Planned,BASE-4,BASE-4
OPERATION-3578,AIRCRAFT-235,Test,2026-09-09,2026-09-18,Completed,BASE-6,BASE-4
OPERATION-3579,AIRCRAFT-1,Training,2026-09-09,2026-09-09,In Progress,BASE-8,BASE-7
OPERATION-358,AIRCRAFT-20,Mission,2026-02-23,2026-03-06,Completed,BASE-9,BASE-7
OPERATION-3580,AIRCRAFT-25,Training,2026-09-09,2026-09-14,Planned,BASE-4,BASE-3
OPERATION-3581,AIRCRAFT-52,Mission,2026-09-09,2026-09-20,Planned,BASE-8,BASE-4
OPERATION-3582,AIRCRAFT-24,Training,2026-09-09,2026-09-21,Planned,BASE-7,BASE-3
OPERATION-3583,AIRCRAFT-145,Training,2026-09-09,2026-09-18,Completed,BASE-5,BASE-3
OPERATION-3584,AIRCRAFT-397,Mission,2026-09-09,2026-09-10,Completed,BASE-10,BASE-3
OPERATION-3585,AIRCRAFT-485,Mission,2026-09-09,2026-09-16,In Progress,BASE-6,BASE-2
OPERATION-3586,AIRCRAFT-103,Test,2026-09-09,2026-09-11,Planned,BASE-10,BASE-1
OPERATION-3587,AIRCRAFT-61,Test,2026-09-09,2026-09-22,Planned,BASE-6,BASE-4
OPERATION-3588,AIRCRAFT-403,Test,2026-09-09,2026-09-09,Completed,BASE-7,BASE-9
OPERATION-3589,AIRCRAFT-212,Mission,2026-09-09,2026-09-17,Planned,BASE-2,BASE-2
OPERATION-359,AIRCRAFT-126,Mission,2026-02-23,2026-02-24,Planned,BASE-6,BASE-8
OPERATION-3590,AIRCRAFT-281,Training,2026-09-09,2026-09-21,Planned,BASE-3,BASE-10
OPERATION-3591,AIRCRAFT-232,Test,2026-09-09,2026-09-09,In Progress,BASE-8,BASE-6
OPERATION-3592,AIRCRAFT-255,Test,2026-09-09,2026-09-23,Planned,BASE-2,BASE-3
OPERATION-3593,AIRCRAFT-248,Mission,2026-09-09,2026-09-22,In Progress,BASE-1,BASE-4
OPERATION-3594,AIRCRAFT-304,Test,2026-09-09,2026-09-16,Planned,BASE-1,BASE-3
OPERATION-3595,AIRCRAFT-401,Test,2026-09-10,2026-09-21,Planned,BASE-2,BASE-5
OPERATION-3596,AIRCRAFT-60,Mission,2026-09-10,2026-09-24,Completed,BASE-10,BASE-3
OPERATION-3597,AIRCRAFT-497,Mission,2026-09-10,2026-09-10,Planned,BASE-6,BASE-3
OPERATION-3598,AIRCRAFT-102,Mission,2026-09-10,2026-09-17,Planned,BASE-7,BASE-3
OPERATION-3599,AIRCRAFT-239,Mission,2026-09-10,2026-09-13,In Progress,BASE-9,BASE-2
OPERATION-36,AIRCRAFT-391,Test,2026-02-01,2026-02-01,Planned,BASE-10,BASE-4
OPERATION-360,AIRCRAFT-208,Test,2026-02-23,2026-03-09,Completed,BASE-3,BASE-6
OPERATION-3600,AIRCRAFT-101,Test,2026-09-10,2026-09-25,In Progress,BASE-10,BASE-2
OPERATION-3601,AIRCRAFT-190,Mission,2026-09-10,2026-09-23,Completed,BASE-7,BASE-4
OPERATION-3602,AIRCRAFT-391,Test,2026-09-10,2026-09-21,Completed,BASE-2,BASE-10
OPERATION-3603,AIRCRAFT-73,Test,2026-09-10,2026-09-20,In Progress,BASE-3,BASE-2
OPERATION-3604,AIRCRAFT-137,Test,2026-09-10,2026-09-22,Planned,BASE-6,BASE-4
OPERATION-3605,AIRCRAFT-335,Test,2026-09-10,2026-09-25,Completed,BASE-4,BASE-2
OPERATION-3606,AIRCRAFT-368,Mission,2026-09-10,2026-09-22,Completed,BASE-10,BASE-8
OPERATION-3607,AIRCRAFT-469,Test,2026-09-10,2026-09-15,In Progress,BASE-6,BASE-5
OPERATION-3608,AIRCRAFT-394,Mission,2026-09-10,2026-09-11,Completed,BASE-3,BASE-3
OPERATION-3609,AIRCRAFT-170,Mission,2026-09-10,2026-09-25,Planned,BASE-3,BASE-9
OPERATION-361,AIRCRAFT-219,Training,2026-02-23,2026-03-05,Completed,BASE-5,BASE-10
OPERATION-3610,AIRCRAFT-204,Test,2026-09-11,2026-09-20,Planned,BASE-3,BASE-3
OPERATION-3611,AIRCRAFT-309,Mission,2026-09-11,2026-09-12,In Progress,BASE-5,BASE-8
OPERATION-3612,AIRCRAFT-273,Test,2026-09-11,2026-09-19,Planned,BASE-9,BASE-2
OPERATION-3613,AIRCRAFT-460,Training,2026-09-11,2026-09-13,Completed,BASE-10,BASE-4
OPERATION-3614,AIRCRAFT-203,Test,2026-09-11,2026-09-11,Completed,BASE-1,BASE-3
OPERATION-3615,AIRCRAFT-271,Mission,2026-09-11,2026-09-12,In Progress,BASE-3,BASE-4
OPERATION-3616,AIRCRAFT-207,Test,2026-09-11,2026-09-15,In Progress,BASE-8,BASE-6
OPERATION-3617,AIRCRAFT-182,Mission,2026-09-12,2026-09-16,In Progress,BASE-4,BASE-1
OPERATION-3618,AIRCRAFT-54,Mission,2026-09-12,2026-09-16,In Progress,BASE-6,BASE-1
OPERATION-3619,AIRCRAFT-299,Training,2026-09-12,2026-09-25,Planned,BASE-1,BASE-1
OPERATION-362,AIRCRAFT-462,Test,2026-02-23,2026-03-05,Completed,BASE-8,BASE-10
OPERATION-3620,AIRCRAFT-282,Training,2026-09-12,2026-09-23,In Progress,BASE-8,BASE-6
OPERATION-3621,AIRCRAFT-179,Test,2026-09-12,2026-09-24,Completed,BASE-4,BASE-3
OPERATION-3622,AIRCRAFT-120,Test,2026-09-12,2026-09-14,Planned,BASE-10,BASE-2
OPERATION-3623,AIRCRAFT-157,Training,2026-09-12,2026-09-25,In Progress,BASE-7,BASE-10
OPERATION-3624,AIRCRAFT-224,Test,2026-09-12,2026-09-13,Completed,BASE-9,BASE-4
OPERATION-3625,AIRCRAFT-125,Training,2026-09-12,2026-09-15,Planned,BASE-9,BASE-5
OPERATION-3626,AIRCRAFT-414,Training,2026-09-12,2026-09-14,Planned,BASE-3,BASE-10
OPERATION-3627,AIRCRAFT-261,Mission,2026-09-12,2026-09-14,In Progress,BASE-8,BASE-1
OPERATION-3628,AIRCRAFT-399,Training,2026-09-12,2026-09-13,Completed,BASE-6,BASE-7
OPERATION-3629,AIRCRAFT-483,Mission,2026-09-12,2026-09-24,In Progress,BASE-4,BASE-7
OPERATION-363,AIRCRAFT-439,Mission,2026-02-23,2026-03-04,In Progress,BASE-6,BASE-2
OPERATION-3630,AIRCRAFT-171,Test,2026-09-12,2026-09-16,Completed,BASE-7,BASE-6
OPERATION-3631,AIRCRAFT-150,Training,2026-09-12,2026-09-23,Completed,BASE-5,BASE-5
OPERATION-3632,AIRCRAFT-132,Training,2026-09-12,2026-09-21,In Progress,BASE-7,BASE-4
OPERATION-3633,AIRCRAFT-258,Test,2026-09-12,2026-09-21,Planned,BASE-10,BASE-7
OPERATION-3634,AIRCRAFT-11,Training,2026-09-12,2026-09-23,Completed,BASE-10,BASE-7
OPERATION-3635,AIRCRAFT-489,Mission,2026-09-12,2026-09-17,Planned,BASE-3,BASE-7
OPERATION-3636,AIRCRAFT-471,Mission,2026-09-12,2026-09-16,Planned,BASE-5,BASE-3
OPERATION-3637,AIRCRAFT-288,Training,2026-09-12,2026-09-20,Completed,BASE-3,BASE-6
OPERATION-3638,AIRCRAFT-33,Test,2026-09-12,2026-09-22,Planned,BASE-2,BASE-9
OPERATION-3639,AIRCRAFT-8,Test,2026-09-12,2026-09-13,Completed,BASE-10,BASE-2
OPERATION-364,AIRCRAFT-68,Training,2026-02-23,2026-03-08,Completed,BASE-1,BASE-10
OPERATION-3640,AIRCRAFT-223,Test,2026-09-12,2026-09-25,Planned,BASE-5,BASE-2
OPERATION-3641,AIRCRAFT-329,Mission,2026-09-12,2026-09-24,Planned,BASE-9,BASE-6
OPERATION-3642,AIRCRAFT-214,Test,2026-09-12,2026-09-19,In Progress,BASE-8,BASE-3
OPERATION-3643,AIRCRAFT-153,Training,2026-09-12,2026-09-23,Completed,BASE-4,BASE-4
OPERATION-3644,AIRCRAFT-333,Mission,2026-09-12,2026-09-19,Planned,BASE-4,BASE-2
OPERATION-3645,AIRCRAFT-65,Training,2026-09-13,2026-09-24,In Progress,BASE-1,BASE-6
OPERATION-3646,AIRCRAFT-382,Training,2026-09-13,2026-09-21,Completed,BASE-7,BASE-10
OPERATION-3647,AIRCRAFT-495,Training,2026-09-13,2026-09-21,In Progress,BASE-7,BASE-10
OPERATION-3648,AIRCRAFT-362,Mission,2026-09-14,2026-09-22,In Progress,BASE-4,BASE-7
OPERATION-3649,AIRCRAFT-93,Training,2026-09-14,2026-09-25,In Progress,BASE-7,BASE-7
OPERATION-365,AIRCRAFT-294,Test,2026-02-23,2026-03-10,Completed,BASE-10,BASE-4
OPERATION-3650,AIRCRAFT-15,Training,2026-09-14,2026-09-26,Planned,BASE-5,BASE-3
OPERATION-3651,AIRCRAFT-238,Training,2026-09-14,2026-09-16,In Progress,BASE-6,BASE-1
OPERATION-3652,AIRCRAFT-364,Test,2026-09-14,2026-09-14,In Progress,BASE-9,BASE-2
OPERATION-3653,AIRCRAFT-247,Training,2026-09-14,2026-09-24,Completed,BASE-3,BASE-6
OPERATION-3654,AIRCRAFT-406,Training,2026-09-14,2026-09-25,In Progress,BASE-8,BASE-3
OPERATION-3655,AIRCRAFT-296,Mission,2026-09-14,2026-09-17,In Progress,BASE-5,BASE-3
OPERATION-3656,AIRCRAFT-393,Test,2026-09-14,2026-09-21,Completed,BASE-2,BASE-5
OPERATION-3657,AIRCRAFT-416,Mission,2026-09-14,2026-09-19,In Progress,BASE-1,BASE-5
OPERATION-3658,AIRCRAFT-305,Mission,2026-09-14,2026-09-20,In Progress,BASE-2,BASE-5
OPERATION-3659,AIRCRAFT-354,Mission,2026-09-14,2026-09-24,Completed,BASE-1,BASE-8
OPERATION-366,AIRCRAFT-71,Training,2026-02-23,2026-02-24,Planned,BASE-9,BASE-10
OPERATION-3660,AIRCRAFT-279,Test,2026-09-14,2026-09-27,In Progress,BASE-4,BASE-2
OPERATION-3661,AIRCRAFT-128,Test,2026-09-14,2026-09-14,Completed,BASE-2,BASE-8
OPERATION-3662,AIRCRAFT-230,Mission,2026-09-14,2026-09-25,Planned,BASE-2,BASE-6
OPERATION-3663,AIRCRAFT-18,Test,2026-09-14,2026-09-28,In Progress,BASE-6,BASE-3
OPERATION-3664,AIRCRAFT-404,Test,2026-09-14,2026-09-20,In Progress,BASE-3,BASE-7
OPERATION-3665,AIRCRAFT-320,Training,2026-09-14,2026-09-28,Completed,BASE-8,BASE-1
OPERATION-3666,AIRCRAFT-71,Mission,2026-09-14,2026-09-17,Completed,BASE-3,BASE-1
OPERATION-3667,AIRCRAFT-38,Test,2026-09-14,2026-09-27,Planned,BASE-4,BASE-8
OPERATION-3668,AIRCRAFT-481,Mission,2026-09-14,2026-09-28,Completed,BASE-7,BASE-7
OPERATION-3669,AIRCRAFT-445,Mission,2026-09-14,2026-09-24,Planned,BASE-8,BASE-1
OPERATION-367,AIRCRAFT-207,Test,2026-02-23,2026-03-07,Planned,BASE-1,BASE-10
OPERATION-3670,AIRCRAFT-34,Mission,2026-09-14,2026-09-17,Completed,BASE-1,BASE-6
OPERATION-3671,AIRCRAFT-457,Test,2026-09-15,2026-09-19,Planned,BASE-1,BASE-6
OPERATION-3672,AIRCRAFT-78,Test,2026-09-15,2026-09-25,Planned,BASE-1,BASE-1
OPERATION-3673,AIRCRAFT-50,Test,2026-09-15,2026-09-19,Planned,BASE-3,BASE-2
OPERATION-3674,AIRCRAFT-251,Training,2026-09-15,2026-09-24,In Progress,BASE-4,BASE-2
OPERATION-3675,AIRCRAFT-123,Test,2026-09-15,2026-09-28,In Progress,BASE-4,BASE-10
OPERATION-3676,AIRCRAFT-280,Training,2026-09-15,2026-09-18,Completed,BASE-2,BASE-8
OPERATION-3677,AIRCRAFT-130,Mission,2026-09-15,2026-09-20,Planned,BASE-4,BASE-7
OPERATION-3678,AIRCRAFT-384,Test,2026-09-15,2026-09-26,Planned,BASE-9,BASE-7
OPERATION-3679,AIRCRAFT-124,Test,2026-09-15,2026-09-20,Completed,BASE-3,BASE-10
OPERATION-368,AIRCRAFT-246,Mission,2026-02-23,2026-02-26,In Progress,BASE-6,BASE-7
OPERATION-3680,AIRCRAFT-313,Training,2026-09-15,2026-09-30,Planned,BASE-6,BASE-10
OPERATION-3681,AIRCRAFT-284,Mission,2026-09-15,2026-09-26,Planned,BASE-3,BASE-3
OPERATION-3682,AIRCRAFT-297,Test,2026-09-15,2026-09-29,Completed,BASE-4,BASE-9
OPERATION-3683,AIRCRAFT-10,Training,2026-09-15,2026-09-20,In Progress,BASE-8,BASE-4
OPERATION-3684,AIRCRAFT-30,Mission,2026-09-15,2026-09-26,Planned,BASE-7,BASE-7
OPERATION-3685,AIRCRAFT-85,Training,2026-09-15,2026-09-17,Planned,BASE-8,BASE-7
OPERATION-3686,AIRCRAFT-147,Test,2026-09-15,2026-09-17,In Progress,BASE-1,BASE-9
OPERATION-3687,AIRCRAFT-439,Test,2026-09-15,2026-09-20,In Progress,BASE-2,BASE-9
OPERATION-3688,AIRCRAFT-268,Training,2026-09-15,2026-09-20,Planned,BASE-2,BASE-1
OPERATION-3689,AIRCRAFT-205,Mission,2026-09-15,2026-09-30,In Progress,BASE-2,BASE-6
OPERATION-369,AIRCRAFT-396,Test,2026-02-23,2026-02-27,Planned,BASE-7,BASE-9
OPERATION-3690,AIRCRAFT-257,Test,2026-09-15,2026-09-22,Planned,BASE-8,BASE-7
OPERATION-3691,AIRCRAFT-337,Training,2026-09-15,2026-09-23,In Progress,BASE-4,BASE-6
OPERATION-3692,AIRCRAFT-342,Mission,2026-09-15,2026-09-29,Planned,BASE-4,BASE-4
OPERATION-3693,AIRCRAFT-218,Mission,2026-09-15,2026-09-19,Completed,BASE-9,BASE-1
OPERATION-3694,AIRCRAFT-361,Training,2026-09-15,2026-09-18,Planned,BASE-6,BASE-9
OPERATION-3695,AIRCRAFT-260,Mission,2026-09-15,2026-09-19,Completed,BASE-6,BASE-7
OPERATION-3696,AIRCRAFT-442,Mission,2026-09-15,2026-09-16,Completed,BASE-6,BASE-4
OPERATION-3697,AIRCRAFT-148,Training,2026-09-15,2026-09-26,Planned,BASE-8,BASE-4
OPERATION-3698,AIRCRAFT-98,Mission,2026-09-16,2026-09-19,In Progress,BASE-7,BASE-8
OPERATION-3699,AIRCRAFT-194,Mission,2026-09-16,2026-09-24,Planned,BASE-8,BASE-6
OPERATION-37,AIRCRAFT-133,Test,2026-02-01,2026-02-01,Completed,BASE-1,BASE-4
